old_taxon_id	new_taxon_id	requested_by
NCBITaxon:1712203	NCBITaxon:509005	lotus
NCBITaxon:1764323	NCBITaxon:2761210	lotus
NCBITaxon:1764327	NCBITaxon:2761213	lotus
NCBITaxon:1826902	NCBITaxon:2873749	lotus
NCBITaxon:1842049	NCBITaxon:2659272	lotus
NCBITaxon:1844648	NCBITaxon:2592283	chebi_origins
NCBITaxon:1887435	NCBITaxon:3038288	lotus
NCBITaxon:1898885	NCBITaxon:2731602	lotus
NCBITaxon:1899180	NCBITaxon:459127	lotus
NCBITaxon:1903236	NCBITaxon:2844931	lotus
NCBITaxon:1909303	NCBITaxon:1971397	chebi_origins
NCBITaxon:1915400	NCBITaxon:67332	lotus
NCBITaxon:1925546	NCBITaxon:174549	lotus
NCBITaxon:1929477	NCBITaxon:92644	lotus
NCBITaxon:1934112	NCBITaxon:125259	chebi_origins
NCBITaxon:1937655	NCBITaxon:2695822	lotus
NCBITaxon:1958867	NCBITaxon:2884777	lotus
NCBITaxon:1969916	NCBITaxon:5639	lotus
NCBITaxon:1980673	NCBITaxon:1143127	lotus
NCBITaxon:2016381	NCBITaxon:146777	lotus
NCBITaxon:2029233	NCBITaxon:415161	lotus
NCBITaxon:2038541	NCBITaxon:2899643	lotus
NCBITaxon:2058685	NCBITaxon:3020926	lotus
NCBITaxon:2074862	NCBITaxon:71918	chebi_origins
NCBITaxon:2075171	NCBITaxon:3412472	chebi_origins,lotus
NCBITaxon:2075257	NCBITaxon:285113	lotus
NCBITaxon:2075352	NCBITaxon:255439	lotus
NCBITaxon:2077188	NCBITaxon:2012193	chebi_origins
NCBITaxon:2082038	NCBITaxon:192364	lotus
NCBITaxon:2094184	NCBITaxon:74648	lotus
NCBITaxon:2115984	NCBITaxon:2906034	lotus
NCBITaxon:2116407	NCBITaxon:525237	lotus
NCBITaxon:2126647	NCBITaxon:1500521	lotus
NCBITaxon:2171618	NCBITaxon:29159	lotus
NCBITaxon:2293352	NCBITaxon:2739801	lotus
NCBITaxon:2306627	NCBITaxon:911171	lotus
NCBITaxon:2338973	NCBITaxon:91121	lotus
NCBITaxon:2485412	NCBITaxon:204185	lotus
NCBITaxon:2494290	NCBITaxon:204134	lotus
NCBITaxon:2495777	NCBITaxon:2163390	lotus
NCBITaxon:2508388	NCBITaxon:2008661	lotus
NCBITaxon:2508778	NCBITaxon:209559	chebi_origins,lotus
NCBITaxon:2570265	NCBITaxon:304141	lotus
NCBITaxon:2583488	NCBITaxon:2979956	lotus
NCBITaxon:2588154	NCBITaxon:3085926	lotus
NCBITaxon:2604253	NCBITaxon:942654	lotus
NCBITaxon:2607317	NCBITaxon:381684	lotus
NCBITaxon:2608753	NCBITaxon:54899	lotus
NCBITaxon:2650355	NCBITaxon:2904146	lotus
NCBITaxon:2724336	NCBITaxon:36070	lotus
NCBITaxon:2725002	NCBITaxon:48562	chebi_origins,lotus
NCBITaxon:2770824	NCBITaxon:99448	lotus
NCBITaxon:2783874	NCBITaxon:202097	lotus
NCBITaxon:2803357	NCBITaxon:318064	lotus
NCBITaxon:2803933	NCBITaxon:434645	lotus
NCBITaxon:2816102	NCBITaxon:1735431	lotus
NCBITaxon:2849061	NCBITaxon:590108	lotus
NCBITaxon:2864184	NCBITaxon:66468	lotus
NCBITaxon:2894177	NCBITaxon:378924	lotus
NCBITaxon:2977910	NCBITaxon:39534	lotus
