standard_inchi_key	smiles	pathway_results	superclass_results	class_results	is_glycoside	model_version
OIFUYQBCQXTGMP-UTVGFCCASA-N	C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@H]2[C@@H]3[C@H]4C5=NC(=CS5)C(=O)N[C@@H](COC(=O)C6=C(CO3)C7=C(COC2=O)C=CC=C7N6O)C8=NC(=CS8)C9=N/C(=C/1\NC(=CS1)C(=O)NC(=C)C(=O)N)/C(=O)C=C9C1=NC(=CS1)C(=O)N[C@H](C(=O)N/C(=C(\C)/OC)/C1=NC(=CS1)C(=O)N4)[C@@H](C)O)(C)O)N(C)C.C(=O)(C(F)(F)F)O	Amino acids and Peptides	Oligopeptides	RiPPs-Thiopeptides	true	npclassifier.gnps2.org@2026-09-07
OIPPWFOQEKKFEE-UHFFFAOYSA-N	CC1=CC(O)=CC(O)=C1				false	npclassifier.gnps2.org@2026-09-07
OIQYGWMODDNMOB-PTYYYPKJSA-N	CC[C@@H](C)C(C(=O)NC(CCC(=O)N)C(=O)NCC(=O)NC(CO)C(=O)N/C(=C/C)/C(=O)NC([C@H](C)CC)C(=O)NC1CS/C=C\NC(=O)C(NC(=O)C(NC1=O)CC(C)C)C(C)C)NC(=O)C(C(C)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCC(=O)N)NC(=O)C(C)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C3CCCN3C(=O)/C(=C/C)/NC(=O)C(C)N(C)C	Amino acids and Peptides|Polyketides	Oligopeptides	Cyclic peptides|Depsipeptides	false	npclassifier.gnps2.org@2026-09-07
OIRDTQYFTABQOQ-UHTZMRCNSA-N	C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O	Carbohydrates	Nucleosides	Purine nucleos(t)ides	false	npclassifier.gnps2.org@2026-09-07
OISJWCVQNCEVJJ-GOVWDRHBSA-N	CCC1C[C@H]2C[C@@H]3[C@H]([C@H](O)C[C@@H]4/C=C/C(O)=C5C(=O)N[C@@H](CCCNC(=O)/C=C\C[C@H]43)C5=O)[C@H]2[C@@H]1C	Amino acids and Peptides|Polyketides	Macrolides	Macrocyclic tetramic acids	false	npclassifier.gnps2.org@2026-09-07
OIXICRGCRLGQCN-KLFTUGTHSA-N	CCCCCC1CC(=O)N[C@@H](C(C)C)C(=O)N[C@H](C(O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(O)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N(C)[C@@H]([C@@H](C)CC)C(=O)N[C@H](C(O)C(N)=O)C(=O)N[C@H]([C@H](C)O)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1	Amino acids and Peptides	Oligopeptides	Cyclic peptides	false	npclassifier.gnps2.org@2026-09-07
OJCKRNPLOZHAOU-UGKRXNSESA-N	[H][C@]1(CCC[C@H]1C(O)=O)[C@]1([H])C\C=C\C=C(C#N)/[C@H](O)[C@@H](C)C[C@H](C)C[C@H](C)C[C@H](C)[C@@H](O)CC(=O)O1	Polyketides	Macrolides	Erythromycins	false	npclassifier.gnps2.org@2026-09-07
OJDXPBWKOFNPDR-YTQOOTMVSA-N	C[C@H]1C[C@H]([C@H](O[C@H]1C/C=C(\C)/C=C/[C@@H]2[C@H]([C@@]3(C[C@@](O2)(C)OCCNC(=O)CCCCCNC(=O)CCCCCNC(=O)CCCC[C@H]4[C@@H]5[C@H](CS4)NC(=O)N5)CO3)O)C)NC(=O)/C=C\[C@H](C)OC(=O)C				true	npclassifier.gnps2.org@2026-09-07
OJMMVQQUTAEWLP-KIDUDLJLSA-N	CCC[C@@H]1C[C@@H](C(N[C@H]([C@H](O)C)[C@@H]2[C@H](O)[C@H](O)[C@@H](O)[C@@H](SC)O2)=O)N(C)C1	Carbohydrates	Aminosugars and aminoglycosides	Aminoglycosides	true	npclassifier.gnps2.org@2026-09-07
OKFIHTSZDXUGQB-PGPNUJALSA-N	O=C(/C(C)=C/CCC([C@@]1([H])CN[C@H](C(O)=O)[C@H]1CC(O)=O)=C)O	Amino acids and Peptides	Small peptides	Aminoacids	false	npclassifier.gnps2.org@2026-09-07
OKGLROPOZIVCCZ-HQPKTYMTSA-N	C[C@@H](CC(=O)NC(=O)C1=COC(\C=C\CCCCCCCCC(O)=O)=CC1=O)C(O)=O	Fatty acids	Fatty Acids and Conjugates	Branched fatty acids	false	npclassifier.gnps2.org@2026-09-07
OKJNAZZAWXNJOF-CDNLDTHVSA-N	NCCCCNCCCNC(CNC([C@@H](NC(C[C@H](C[C@H]([C@@H](NC([C@@H]([C@H](N)CCCCN)NC([C@@H](NC([C@@H](C)NC([C@H](O)[C@@H](O)C[C@@H](CCCN)O)=O)=O)CNC)=O)=O)CO)O)O)=O)CNC)=O)=O	Alkaloids	Ornithine alkaloids	Polyamines	false	npclassifier.gnps2.org@2026-09-07
OKWRDLQBKAOJNC-LBPRGKRZSA-N	C[C@H]1CCCCCCCC2=CC(=CC(=C2C(=O)O1)OC)O	Polyketides	Macrolides	Zearalenones	false	npclassifier.gnps2.org@2026-09-07
OLOMGTHWMBYIQH-UHFFFAOYSA-N	C1=CC=C(C=C1)CC2(OC(=CC3=CC=CC=C3)C(=O)O2)C(=O)O	Shikimates and Phenylpropanoids			false	npclassifier.gnps2.org@2026-09-07
OLQJTQUNKZJRHG-SIMXWEICSA-N	COC(C(C)C(O)=O)C(\C)=C\C=C\C=C(/C)\C=C\CC(O)CC(=O)\C=C\C=C(/C)\C=C\C(C)NC(=O)C(C)C\C=C\CC(O)CC1=CC=C(O)C=C1	Polyketides	Linear polyketides	Open-chain polyketides	false	npclassifier.gnps2.org@2026-09-07
OMFQPKNORYZBSJ-HLYNDKHPSA-N	[H][C@]1(OC1(C)C)[C@]1([H])N2CC[C@@]34C5=C(C=CC=C15)N(C)[C@]3([H])NC1=CC=CC=C1[C@@]41CCN(C(=O)CC)[C@@]21[H]	Alkaloids	Tryptophan alkaloids	Aspidosperma type	false	npclassifier.gnps2.org@2026-09-07
OMJIEOKXBASSMV-IFENFBHBSA-N	CC[C@H](C)[C@@H]3NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(C(O)C(N)=O)NC(=O)[C@H](CCCN)NC3=O	Amino acids and Peptides	Oligopeptides	Cyclic peptides	false	npclassifier.gnps2.org@2026-09-07
OMRQLNQIRCTHRM-YJDILNHTSA-N	CC[C@H](C)[C@@H]1NC(=O)[C@H](NC(=O)[C@@H](C)[C@H](O)C(C)C)[C@H](C)OC(=O)[C@@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](CC2=CC=CC=C2)N(C)C(=O)[C@H](NC1=O)C1=CC=C(OC)C=C1)[C@@H](C)O	Amino acids and Peptides|Polyketides	Oligopeptides	Cyclic peptides|Depsipeptides	false	npclassifier.gnps2.org@2026-09-07
OMTJOJRPQJQFEV-HHJSHYQQSA-N	COC1=CC(C[C@H]2CN(C(C)=O)[C@@H](CC3=CC=CC=C3)CN2C(=O)/C=C/C2=CC=CC=C2)=CC(OC)=C1O	Alkaloids			false	npclassifier.gnps2.org@2026-09-07
OMZUEHMZFLBHNI-PCKWUFTNSA-N	C[C@@H]1C[C@@H]([C@@H]2C3=C1C(=O)O[C@@]3(CC2(C)C)C)OC(=O)C	Terpenoids	Sesquiterpenoids	Botryane sesquiterpenoids	false	npclassifier.gnps2.org@2026-09-07
ONJZYZYZIKTIEG-CFBQITSMSA-N	CC[C@H]1C[C@H](C)[C@@]2(NC1=O)O[C@@H](C[C@H](O)[C@@H](C)CC\C=C\C=C(/C)[C@@H]1C\C=C\C=C\[C@H](O)[C@H](C)[C@@H](O)[C@@H](CCC(C)=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC3=CC(O)=CC=C3)C(=O)N3CCC[C@H](N3)C(=O)O1)[C@H](C)[C@H](O)[C@@H]2C	Amino acids and Peptides	Macrolides		false	npclassifier.gnps2.org@2026-09-07
ONMAUQRMJXNSCG-VGMNWLOBSA-N	[H][C@]12CCC(=O)[C@@]1([H])C[C@@H](CC)C=C2C(O)=O	Polyketides			false	npclassifier.gnps2.org@2026-09-07
ONOBRFRRMLDPES-BGSVYHRFSA-N	CCC(C)C(C(=O)OC(/C=C/C=C/C=C/C(=O)O)C1(CO1)C)OC(=O)C(C(C)(C)O)O				false	npclassifier.gnps2.org@2026-09-07
ONQBBCUWASUJGE-UHFFFAOYSA-N	C1CCN(C(=O)CCC(=O)NCCCCN(C(=O)CCC(=O)NC1)O)O	Amino acids and Peptides	Oligopeptides	Cyclic peptides	false	npclassifier.gnps2.org@2026-09-07
OOIYDCZXWGFDDL-VKUFQHAMSA-N	C[C@]12CCCC([C@@H]1CCC(=C)[C@@H]2C[C@]34[C@H](O3)[C@@H](C(=CC4=O)CO)O)(C)C	Polyketides|Terpenoids	Meroterpenoids	Tetraketide meroterpenoids	false	npclassifier.gnps2.org@2026-09-07
OOKZFSOXPOOYFR-XDDOSOJWSA-N	CCCCCCC[C@H]1OC(=O)CC(=O)[C@H](CC2=CC=CC=C2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C	Amino acids and Peptides|Polyketides	Oligopeptides	Depsipeptides|Lipopeptides	false	npclassifier.gnps2.org@2026-09-07
OORNONOEAPJBHY-IXVWJLNKSA-N	C/C=C1\NC(=O)[C@@H](CC)NC(=O)CNC(=O)[C@](C)(C(C)=O)NC(=O)[C@H](CC2=CNC3=C2C(OC)=C(O)C=C3)NC(=O)C2=CSC(=N2)[C@@H](C)NC(=O)CN(C)C1=O	Amino acids and Peptides	Oligopeptides	Cyclic peptides	false	npclassifier.gnps2.org@2026-09-07
OOTQTRXEOBAJEW-UCTNKHALSA-N	CC1=C(C(=O)CCCCCC/C=C/C=C/[C@H](C)C(=O)C[C@H](O)CC2CC(=O)NC(=O)C2)C(=O)OC1O	Alkaloids	Lysine alkaloids	Piperidine alkaloids	true	npclassifier.gnps2.org@2026-09-07
OPGSFDUODIJJGF-DVODSNNVSA-N	CC1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(CC(C(C(CC(=O)CC(CC(CC(CC(=O)CCCC(=O)CC(=O)OC1C(C)CC(C)C(CC(=O)C2=CC=C(C=C2)N)O)O)O)O)O)C(=O)O)O)OC3C(C(C(C(O3)C)O)N)O	Polyketides	Macrolides	Polyene macrolides	true	npclassifier.gnps2.org@2026-09-07
OPMNROCQHKJDAQ-JAFIHTMFSA-N	CNC1[C@H]2CN3C1[C@@H](O2)CC3	Alkaloids	Ornithine alkaloids	Pyrrolizidine alkaloids	false	npclassifier.gnps2.org@2026-09-07
OPNOLPXASWDPNP-HEDCXWCHSA-N	CC[C@@H]1C(=CC[C@@H](O1)/C(=C/[C@H](C)/C=C/[C@H]2CC(=C(C(=O)O2)C)OC)/C)C	Terpenoids			false	npclassifier.gnps2.org@2026-09-07
OPQNCARIZFLNLF-JBHFWYGFSA-N	C[C@@H]1[C@@H]2C[C@]([C@@H](/C=C/C=C(/CC3=CC(=C(C(=C3)OC)Cl)N(C(=O)C[C@@H]([C@]4([C@H]1O4)C)OC(=O)C(C)C)C)\C)OC)(NC(=O)O2)O	Polyketides	Macrolides	Ansa macrolides	false	npclassifier.gnps2.org@2026-09-07
OQBVBRTUEKMEAX-LKOMEXITSA-N	C[C@@H]1C[C@]2([C@@H](OC(=O)O2)C)[C@H]([C@@H](O1)OC3C(CC(C(=O)CCC4C(O4)C(C(OC(=O)/C=C/C3C)C)CO[C@H]5[C@@H]([C@@H]([C@@H]([C@H](O5)C)O)OC)OC)C)C)O	Polyketides	Macrolides	Tylosins	true	npclassifier.gnps2.org@2026-09-07
OQGLEJSXKJQIPM-IQLGBCCESA-O	CCCCCCCCCCCCCCCCCCCC(=O)N(CCCC[C@@H](C(=O)O[C@H](C)CC(=O)N[C@H]1CCCCN(C1=[OH+])O)NC(=O)[C@H]2COC(=N2)C3=CC=CC=C3O)O.[Fe]	Amino acids and Peptides|Polyketides	Oligopeptides	Depsipeptides|Linear peptides|Lipopeptides	false	npclassifier.gnps2.org@2026-09-07
OQIQSTLJSLGHID-WNWIJWBNSA-N	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1C=CO[C@@H]1O2	Polyketides|Shikimates and Phenylpropanoids	Chromanes|Coumarins	Aflatoxins|Simple coumarins	false	npclassifier.gnps2.org@2026-09-07
OQJGVHFFWCZBBJ-BLBCACECSA-N	C\C=C(/C)C(O)C(C)\C=C\C=C(/C)CCC(O)CC1=C(C)C(=O)C(C)(O)O1	Polyketides	Linear polyketides	Open-chain polyketides	true	npclassifier.gnps2.org@2026-09-07
OQMAKWGYQLJJIA-CUOOPAIESA-N	CCCCCC[C@H]1[C@H](C[C@H](C\C=C/C\C=C/CCCCC)OC(=O)[C@H](CC(C)C)NC=O)OC1=O	Polyketides			false	npclassifier.gnps2.org@2026-09-07
OQMYRVPMCIOFHL-UHFFFAOYSA-N	COC1=CC=CC2=C1NC(O)C1CC(C=CC(=O)N(C)C)=CN1C2=O	Alkaloids	Anthranilic acid alkaloids	Benzodiazepine alkaloids	false	npclassifier.gnps2.org@2026-09-07
OQRILZSNZMAVTK-MZAOIEPISA-N	CC(/C=C/CC/C=C/C=C/C=C(\C)/C(=O)O)C(C(C)C(/C=C/C=C/C=C/C=C/C=C/C=C/CC(C(C)C(=O)CC(CC(/C=C/CC(CC(CC(/C=C/CC(CC(/C=C/CC(CC(CCCN=C(N)N)O)O)O)O)O)O)O)O)O)OS(=O)(=O)O)O)O	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	false	npclassifier.gnps2.org@2026-09-07
OQVKCEVXGNJSOO-VXPUYCOJSA-N	CCCCCCC/C=C\C(O)CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)OC1C	Amino acids and Peptides|Polyketides	Oligopeptides	Cyclic peptides|Depsipeptides|Lipopeptides	false	npclassifier.gnps2.org@2026-09-07
ORBSYPFBZQJNJE-UHFFFAOYSA-N	CN1CC(CC2C1CC3=CNC4=CC=CC2=C34)C(=O)O	Alkaloids	Tryptophan alkaloids	Ergot alkaloids	false	npclassifier.gnps2.org@2026-09-07
ORFKHCALHZTTTL-LRUVWLFWSA-N	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(CC(=O)N[C@H](CC1=CC=CC=C1)C(=O)N[C@H]([C@@H](C)OC2[C@@H]([C@@H]([C@@H]([C@@H](O2)C)O)O)O[C@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)C)O)O[C@H]4[C@@H]([C@H]([C@H]5[C@H](O4)CO[C@](O5)(C)C(=O)O)OC)O)O)C(=O)N[C@H](C)C(=O)N[C@@H](C)COC6[C@@H]([C@@H]([C@H]([C@@H](O6)C)OC)OC)O)O.O	Fatty acids			true	npclassifier.gnps2.org@2026-09-07
ORGPJBCXHIHCRV-YYNSTCJCSA-N	CO[C@H]1[C@H](O[C@H]2C[C@@](C)([C@H](O[C@H]3C[C@](C)(O)[C@@H]([C@H](C)O3)N(C)C)[C@H](C)O2)N(C)C)C2=C(C=C3C(=O)C4=C(C(O)=CC(OC)=C4)C(=O)C3=C2O)C(=O)[C@@]1(C)O	Polyketides	Polycyclic aromatic polyketides	Anthracyclines	true	npclassifier.gnps2.org@2026-09-07
ORRFIXSGNXBETO-YCAZZDSTSA-N	CCCCCCC[C@@H](C/C=C/CCC(=O)N(C)C/C(=C\Cl)/[C@]12[C@H](O1)C[C@@H]([C@@H](C2=O)C)O)OC	Amino acids and Peptides	Oligopeptides	Lipopeptides	false	npclassifier.gnps2.org@2026-09-07
OSERMIPXNLXAPD-MJMYBOKFSA-N	CC[C@H]1[C@@H](C[C@](O[C@@H]1C)(O)[C@H]([C@H](O)[C@@H]([C@H]2OC(=O)/C=C/C=C/[C@@H]([C@H](OC(=O)/C=C/C=C/[C@@H]2C)[C@H]([C@@H](O)[C@@H]([C@@]3(O[C@@H]([C@H]([C@@H](C3)O[C@@H]4O[C@H]([C@H]([C@H](C4)O)O)C)CC)C)O)C)C)C)C)C)O[C@@H]5O[C@H]([C@H]([C@H](C5)O)O)C	Polyketides	Macrolides	Bafilomycins	true	npclassifier.gnps2.org@2026-09-07
OSICWVVWEXKSBD-LFAYTRTRSA-N	C[C@H]1CN(C)[C@@H]2CC3=C(NC4=CC=CC([C@H]2[C@H]1OC(C)=O)=C34)C(C)(C)C=C	Alkaloids	Tryptophan alkaloids	Ergot alkaloids	false	npclassifier.gnps2.org@2026-09-07
OTABDKFPJQZJRD-XKZALBOYSA-N	CC(CCCCC(O)=O)\C=C(/C)C1OC2C\C=C\CC\C=C\C(O)C(O)[C@H]3C[C@H](O)C(C)C(C\C=C\[C@@H]4O[C@@H]5C[C@@H](O[C@@H]5\C=C\C=C/C=C\C(=O)OC1C=C2)[C@H]4C)O3	Polyketides	Macrolides	Polyene macrolides	false	npclassifier.gnps2.org@2026-09-07
OTAMFIXIIUUMKV-JGMWFTNYSA-N	C[C@@H](NC(=O)[C@@]1(C)COC(=N1)C1=CN(C)C2=CC(Cl)=C(C)C(O)=C12)C(=O)N[C@@H](CO)C(O)=O	Amino acids and Peptides	Small peptides	Tripeptides	false	npclassifier.gnps2.org@2026-09-07
OTKPPUXRIADSGD-PPRNARJGSA-N	C[C@H]1[C@@H]([C@@H](C[C@@H](O1)O[C@H]2[C@H]3C(=O)N[C@@H](C4=CC(=CC(=C4C5=C(C=CC(=C5)[C@H](C(=O)N3)NC(=O)[C@H]6C7=CC(=C(C(=C7)OC8=C(C=C2C=C8)Cl)O[C@H]9C([C@H]([C@@H]([C@H](O9)CO)O)O)O[C@H]1C[C@H]([C@H]([C@@H](O1)C)O)N)OC1=CC=C(C=C1)[C@H]([C@H](C(=O)N[C@H](C(=O)N6)C1=CC=C(C=C1)O)NC(=O)[C@@H](C1=CC=C(C=C1)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)NC)O)O)O)O)C(=O)O)N)O	Amino acids and Peptides	Oligopeptides	Vancomycins and Teicoplanins	true	npclassifier.gnps2.org@2026-09-07
OTLRZZMUVKJCDO-UHFFFAOYSA-N	CC(C)=CCC1=CC2=C(C=C1)[NH]C=C2CC#N	Alkaloids	Tryptophan alkaloids	Simple indole alkaloids	false	npclassifier.gnps2.org@2026-09-07
OTNYCNDIGKWKTO-KOJVWQQKSA-N	CCCC1=CC=C(OC1=O)[C@H](C)[C@H](O)C(\C)=C\C\C=C(/C)C\C(C)=C\C(\C)=C\C[C@@H](O)[C@@H](C)[C@H](O)C(\C)=C\C	Polyketides	Linear polyketides	Open-chain polyketides	false	npclassifier.gnps2.org@2026-09-07
OTQYFFWXHRPTBY-DAUCKHFQSA-N	C=C(C)CC(=O)N/C=C/C(C)=C/[C@@H](C)[C@H]1C/C(C)=C/C=C/CC[C@H](OC(N)=O)[C@@H](O)/C=C/[C@@H](O)CCC/C=C/C(=O)O1	Polyketides	Macrolides	Macrolide lactams	false	npclassifier.gnps2.org@2026-09-07
OTRRZLYYKZUVRM-UHFFFAOYSA-N	CC(=O)N1C2=CC=CC=C2NC2=C1C=CC=C2C(O)=O	Alkaloids	Anthranilic acid alkaloids	Phenazine alkaloids	false	npclassifier.gnps2.org@2026-09-07
OTULWMXLCWGWNJ-HVMOYWOSSA-N	C/C=C(\C)/C(=O)O[C@H]1[C@@H]([C@H](O[C@@H]([C@@H]1O)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)OC(=O)/C(=C/C)/C)CO)CO)O	Terpenoids	Monoterpenoids		true	npclassifier.gnps2.org@2026-09-07
OTVIJJKBILNRLT-WPQQXQCVSA-N	CCCCCCCCCCCC1=CC(=C(C(=C1)O[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)CCCCCC(CCCCCC)Cl)O	Polyketides	Alkylresorcinols	Dialkylresorcinols	true	npclassifier.gnps2.org@2026-09-07
OTZKSODHAKYYOG-ZMKDHLFFSA-N	C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H]([C@H]7C(=O)N[C@@H](C8=C(C(=CC(=C8)O)O)C9=C(C=CC(=C9)[C@H](C(=O)N7)NC(=O)[C@@H]5NC(=O)[C@@H](NC(=O)[C@@H]([C@@H](C1=CC=C(O4)C=C1)O)NC(=O)[C@@H](C1=CC(=C(C=C1)O)Cl)N)CC1=CC=CC=C1)O)C(=O)O)O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)OC)N)Cl)CO)O)O)N)O	Amino acids and Peptides	Oligopeptides	Vancomycins and Teicoplanins	true	npclassifier.gnps2.org@2026-09-07
OUCYENMKGCGOOQ-SYULUIEFSA-N	CCCC(CC(=O)OC1[C@H]([C@@H](C(O[C@H]1O[C@H]2[C@@H](C([C@@H](OC2COC(=O)C)OCC(CCCCCCCCCCCCC(C(=O)O)O)O)O)O)CO)O)O)O	Fatty acids	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides	true	npclassifier.gnps2.org@2026-09-07
OUGJGNKKLVPBBE-XOWHIZSUSA-N	[H][C@](NC(=O)[C@@H](CCCN)NC(=O)C(CC(C)C)NC(=O)C(\NC(=O)[C@@H](O)[C@@H](C)CC)=C/C)([C@@H](C)CC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)NC(CCCCN)C(=O)N[C@@H](C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)N[C@H](CC1=CC=C(O)C=C1)C(=O)NC(CC(C)C)C(=O)N[C@H](CO)C(C)C	Amino acids and Peptides	Oligopeptides	Linear peptides	false	npclassifier.gnps2.org@2026-09-07
OVLRNGJHUUCIHT-LLBDNSMRSA-N	C[C@H]\1CC[C@@H]/2/C1=C/C/C(=C/C[C@@]3(CC[C@H]([C@H]3C/C=C2/C)C(C(=O)O)C(=O)O)C)/C	Terpenoids	Sesterterpenoids	Betaestacin-type sesterterpenoids	false	npclassifier.gnps2.org@2026-09-07
OVMCOCUPINBXRQ-UHFFFAOYSA-K	C=CC1=CC=C(C=C1)OC(=O)C2=CC(=C(C=C2)[O-])N=O.C=CC1=CC=C(C=C1)OC(=O)C2=CC(=C(C=C2)[O-])N=O.C=CC1=CC=C(C=C1)OC(=O)C2=CC(=C(C=C2)[O-])N=O.[Na+].[Fe+2]	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Bagremycins|Shikimic acids and derivatives|Simple phenolic acids	false	npclassifier.gnps2.org@2026-09-07
OVMLMUNGWBNVBW-UUSOHVMFSA-N	O=C(C)/C=C1OC2=C(C(O[C@H](CC(O)=O)C3)=C\1)C3=CC4=C2C(O)=CC=C4	Shikimates and Phenylpropanoids	Coumarins		false	npclassifier.gnps2.org@2026-09-07
OVMUGRSUGHRYEC-LFIVYKEGSA-N	CO[C@H]1[C@@H](OC2\C=C/C=C/C3=COC(=N3)C(C)C(CC(O)\C=C\C=C\C=C/C(C)C(OC(=O)\C=C/C=C/C=C\C(\C)=C\C2C)C(C)C(O)CC(C)O)OC)O[C@H](C)[C@@H](O)[C@@H]1OC	Polyketides	Macrolides	Macrolide lactones	true	npclassifier.gnps2.org@2026-09-07
OVNQNQOVBVQZCE-UHFFFAOYSA-N	CC(C)C1=NC=C(NC1=O)CC2=CC=C(C=C2)O	Alkaloids|Amino acids and Peptides	Nicotinic acid alkaloids|Tetramate alkaloids|Peptide alkaloids	Pyrazine and Piperazine alkaloids|Pyridine alkaloids	false	npclassifier.gnps2.org@2026-09-07
OVSHQZFCTMVIGN-NCEIQCSJSA-N	O=C1C=C(O)C(C2=CC(O[C@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@@H]3O)=CC(O)=C21)=O	Polyketides	Naphthalenes	Naphthoquinones	true	npclassifier.gnps2.org@2026-09-07
OVXPEDNPPMVUNR-UHFFFAOYSA-N	CC(C)=CCNC1=NC=NC2=C1[NH]C(=O)[NH]2	Alkaloids	Pseudoalkaloids	Purine alkaloids	false	npclassifier.gnps2.org@2026-09-07
OWGDONWQBHBJKL-QPUJVOFHSA-N	CC(C)C[C@H](O)[C@@H]1OC2=C(O1)C(=O)NC(C)=C2	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids	false	npclassifier.gnps2.org@2026-09-07
OWMICGQRWGEBSE-DAFODLJHSA-N	O=C(/C=C/C1=C(O)C=CC(C(=O)C2=CC(Cl)=C(Cl)[NH]2)=C1O)C1=CC(Cl)=C(Cl)[NH]1	Alkaloids	Proline alkaloids	Pyrrole alkaloids	false	npclassifier.gnps2.org@2026-09-07
OWPCHSCAPHNHAV-QIPOKPRISA-N	C[C@@H]1/C=C/[C@@H]2[C@](O2)([C@H](C[C@H](OC(=O)[C@H]3[C@@H](O3)C[C@@H]4C[C@H]1OC(=O)C4)[C@H](C)[C@H](/C(=C/C=C/C(=C/C5=COC(=N5)C)/C)/C)OC)O)C	Amino acids and Peptides|Polyketides	Macrolides	Rhizoxins	false	npclassifier.gnps2.org@2026-09-07
OWRAZHDHNJAEKU-NMCWGSMOSA-N	C[C@H]1\C=C\C=C/C(=O)NC2=C(C)C(=O)C3=C(C(O)=C(C)C(O)=C3C2=O)C(=O)\C(C)=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H]1O	Polyketides	Macrolides	Ansa macrolides	false	npclassifier.gnps2.org@2026-09-07
OWRCRVABZYJUES-AWECJWJISA-N	COC1=CC(=O)C2=C(C(C)=C3CC4(O)C(O[C@H]5CC[C@H](O[C@H]6C[C@@](C)(O)[C@H](OC(=O)C7=C(C)C=CC(C)=C7O)[C@H](C)O6)[C@@H](C)O5)C(=O)\C(=C(\C)O)C(=O)C4(O)C(=O)C3=C2O)C1=O	Polyketides	Polycyclic aromatic polyketides	Anthraquinones and anthrones	true	npclassifier.gnps2.org@2026-09-07
OWRDBHAORITUMQ-NUPLKXSGSA-N	CC(C)[C@H](N)C(=O)NC(C1CC(O)C2CN12)C(O)=O	Amino acids and Peptides	Small peptides	Dipeptides	false	npclassifier.gnps2.org@2026-09-07
OWYJGJDERIGZOT-OEWGAXMZSA-N	CC[C@H](C)[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@@H](C(=O)N[C@@H](CC2=C[NH]C3=CC=CC=C23)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)NCC(=O)N[C@@H](CC2=C[NH]C3=CC=CC=C23)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C(C)C)NC1=O	Amino acids and Peptides	Oligopeptides	Cyclic peptides	false	npclassifier.gnps2.org@2026-09-07
OXBKRYKWMRJSMZ-JCTAFSBOSA-N	C[C@H]1CC=CC=C(C)C=C(C)C=C\C=C/[C@H](O)C[C@H](O)[C@@H](O)[C@H](O)[C@@H](C)C=CC=CC=CC(=O)N1	Amino acids and Peptides|Polyketides	Macrolides	Macrolide lactams	false	npclassifier.gnps2.org@2026-09-07
