standard_inchi_key	cid	aid	assay_name	assay_type	depositor	activity_outcome	activity_name	activity_value_um	target_accession	reference
LNISAMDQAWTXQV-DUFIIWHPSA-N	304599	157	NCI Yeast Anticancer Drug Screen. Data for the mec2-1 strain	Other	DTP/NCI	Active				
LNISAMDQAWTXQV-DUFIIWHPSA-N	304599	161	NCI Yeast Anticancer Drug Screen. Data for the sgs1 mgt1 strain	Other	DTP/NCI	Active				
LNISAMDQAWTXQV-DUFIIWHPSA-N	304599	165	NCI Yeast Anticancer Drug Screen. Data for the cln2 rad14 strain	Other	DTP/NCI	Active				
LNISAMDQAWTXQV-DUFIIWHPSA-N	304599	167	NCI Yeast Anticancer Drug Screen. Data for the bub3 strain	Other	DTP/NCI	Active				
LNISAMDQAWTXQV-DUFIIWHPSA-N	304599	175	NCI Yeast Anticancer Drug Screen. Data for the mlh1 rad18 strain	Other	DTP/NCI	Active				
LNISAMDQAWTXQV-DUFIIWHPSA-N	304599	192	NCI In Vivo Anticancer Drug Screen. Data for tumor model B16 Melanoma (intraperitoneal) in B6D2F1 (BDF1) mice	Other	DTP/NCI	Active				
LNISAMDQAWTXQV-DUFIIWHPSA-N	304599	220	NCI In Vivo Anticancer Drug Screen. Data for tumor model Mammary Adenocarcinoma CD8F1 (subcutaneous) in CD8F1	Other	DTP/NCI	Active				
LNISAMDQAWTXQV-DUFIIWHPSA-N	304599	328	NCI In Vivo Anticancer Drug Screen. Data for tumor model P388 Leukemia (intraperitoneal) in B6D2F1 (BDF1) mice	Other	DTP/NCI	Active				
LNQYORFYYXHXPB-KNYYYOTRSA-N	139591563		(no assay data)							
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	109	NCI human tumor cell line growth inhibition assay. Data for the OVCAR-8 Ovarian cell line	Confirmatory	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	11	NCI human tumor cell line growth inhibition assay. Data for the HOP-18 Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	113	NCI human tumor cell line growth inhibition assay. Data for the RPMI-8226 Leukemia cell line	Confirmatory	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	119	NCI human tumor cell line growth inhibition assay. Data for the CCRF-CEM Leukemia cell line	Confirmatory	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	121	NCI human tumor cell line growth inhibition assay. Data for the K-562 Leukemia cell line	Confirmatory	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	123	NCI human tumor cell line growth inhibition assay. Data for the MOLT-4 Leukemia cell line	Confirmatory	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	125	NCI human tumor cell line growth inhibition assay. Data for the HL-60(TB) Leukemia cell line	Confirmatory	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	1259415	qHTS Assay for inhibitors of the human cytomegalovirus (HCMV)	Screening	NCGC	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	13	NCI human tumor cell line growth inhibition assay. Data for the HOP-92 Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	131	NCI human tumor cell line growth inhibition assay. Data for the CAKI-1 Renal cell line	Confirmatory	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	133	NCI human tumor cell line growth inhibition assay. Data for the RXF 393 Renal cell line	Confirmatory	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	1347075	qHTS assay for MDR1-selective chemotherapeutics: Primary screen using the parental adenocarcinoma cell KB-3-1	Confirmatory	NCGC	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	137	NCI human tumor cell line growth inhibition assay. Data for the 786-0 Renal cell line	Confirmatory	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	1405	Confirmation and Secondary Assays for Modulators of Hemoglobin Beta Chain Splicing at IVS2 654 and 705 loci	Confirmatory	NCGC	Active	Potency	2.51189	NP_000509	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	141	NCI human tumor cell line growth inhibition assay. Data for the TK-10 Renal cell line	Confirmatory	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	143	NCI human tumor cell line growth inhibition assay. Data for the UO-31 Renal cell line	Confirmatory	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	145	NCI human tumor cell line growth inhibition assay. Data for the SN12C Renal cell line	Confirmatory	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	1479	Total Fluorescence Counterscreen for Inhibitors of the Interaction of Thyroid Hormone Receptor and Steroid Receptor Coregulator 2	Confirmatory	NCGC	Inconclusive	Potency	79.4328	NP_001121649	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	1645883	Validation qHTS for agonist of cAMP-regulated guanine nucleotide exchange factor 3 (EPAC1)	Confirmatory	NCGC	Inconclusive	Potency	11.2202		
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	1645883	Validation qHTS for agonist of cAMP-regulated guanine nucleotide exchange factor 3 (EPAC1)	Confirmatory	NCGC	Inconclusive	Potency	11.2202	O95398	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	1645883	Validation qHTS for agonist of cAMP-regulated guanine nucleotide exchange factor 3 (EPAC1)	Confirmatory	NCGC	Inconclusive	Potency	125.892		
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	1645883	Validation qHTS for agonist of cAMP-regulated guanine nucleotide exchange factor 3 (EPAC1)	Confirmatory	NCGC	Inconclusive	Potency	125.892	O95398	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	1645886	Validation qHTS for antagonist of cAMP-regulated guanine nucleotide exchange factor 4 (EPAC2)	Confirmatory	NCGC	Inconclusive	Potency	0.4467		
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	1645886	Validation qHTS for antagonist of cAMP-regulated guanine nucleotide exchange factor 4 (EPAC2)	Confirmatory	NCGC	Inconclusive	Potency	0.4467	Q8WZA2	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	1885	Luminescence Cell-Based/Microorganism Primary HTS to Identify Inhibitors of T.Cruzi Replication	Screening	Broad Institute	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	2010	Luminescence Cell-Based Dose Response HTS Screen to Identify Cytotoxic Compounds of NIH3T3 cells.	Confirmatory	Broad Institute	Active	EC50	10.345		
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	2044	Luminescence Cell-Based/Microorganism Dose Confirmation HTS to Identify Inhibitors of T.Cruzi Replication.	Confirmatory	Broad Institute	Active	EC50	0.1		
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	2094	Plate Read Microorganism-Based Primary HTS to Identify Modulators of the AI-2 Quorum Sensing System	Screening	Broad Institute	Active			1ZHH_A	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	2094	Plate Read Microorganism-Based Primary HTS to Identify Modulators of the AI-2 Quorum Sensing System	Screening	Broad Institute	Active			1ZHH_B	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	2094	Plate Read Microorganism-Based Primary HTS to Identify Modulators of the AI-2 Quorum Sensing System	Screening	Broad Institute	Active			ABY84639	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	216	NCI In Vivo Anticancer Drug Screen. Data for tumor model P288 Lymphocytic Leukemia (intraperitoneal) in B6D2F1 (BDF1) mice	Other	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	2202375	NCI human tumor cell line growth inhibition assay. Data for the MDA-MB-468 Breast cell line	Confirmatory	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	228	NCI In Vivo Anticancer Drug Screen. Data for tumor model Friend Virus Leukemia (Solid) (subcutaneous) in B6D2F1 (BDF1) mice	Other	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	2294	Luminescence Cell-Based/Microorganism Primary HTS to Identify Inhibitors of T.Cruzi Infection	Confirmatory	Broad Institute	Active	EC50	0.153		
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	23	NCI human tumor cell line growth inhibition assay. Data for the LOX IMVI Melanoma cell line	Confirmatory	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	238	NCI In Vivo Anticancer Drug Screen. Data for tumor model Leiomyosarcoma (No. 2) (intraperitoneal) in CAF1 mice	Other	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	2451	qHTS Assay for Inhibitors of Fructose-1,6-bisphosphate Aldolase from Giardia Lamblia	Confirmatory	NCGC	Inconclusive	Potency	7.9433	2ISV_A	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	246	NCI In Vivo Anticancer Drug Screen. Data for tumor model P1081 Chloroleukemia (intraperitoneal) in B6D2F1 (BDF1) mice	Other	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	248	NCI In Vivo Anticancer Drug Screen. Data for tumor model L1210 Leukemia (intraperitoneal) in B6D2F1 (BDF1) mice	Other	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	248	NCI In Vivo Anticancer Drug Screen. Data for tumor model L1210 Leukemia (intraperitoneal) in B6D2F1 (BDF1) mice	Other	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	25	NCI human tumor cell line growth inhibition assay. Data for the M14 Melanoma cell line	Confirmatory	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	252	NCI In Vivo Anticancer Drug Screen. Data for tumor model L1210 Leukemia (intracerebral) in B6D2F1 (BDF1) mice	Other	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	256	NCI In Vivo Anticancer Drug Screen. Data for tumor model L1210 Leukemia (intraperitoneal) in CD2F1 (CDF1) mice	Other	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	256	NCI In Vivo Anticancer Drug Screen. Data for tumor model L1210 Leukemia (intraperitoneal) in CD2F1 (CDF1) mice	Other	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	2563	Fluorescence Cell-Free Homogenous Primary HTS to Identify Inhibitors of the Ras-converting Enzyme	Screening	Broad Institute	Active			NP_014001	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	280	NCI In Vivo Anticancer Drug Screen. Data for tumor model Human Amelanotic Melanoma (LOX) (intraperitoneal) in NU/NU BALB/C (nude) mice	Other	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	29	NCI human tumor cell line growth inhibition assay. Data for the MALME-3M Melanoma cell line	Confirmatory	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	290	NCI In Vivo Anticancer Drug Screen. Data for tumor model P1798 Lymphosarcoma (subcutaneous) in unknown mice	Other	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	306	NCI In Vivo Anticancer Drug Screen. Data for tumor model L1210 Leukemia resistant to Methyl-GAG; NSC 32946 (subcutaneous) in B6D2F1 (BDF1) mice	Other	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	31	NCI human tumor cell line growth inhibition assay. Data for the UACC-62 Melanoma cell line	Confirmatory	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	316	NCI In Vivo Anticancer Drug Screen. Data for tumor model P1534 Leukemia (intraperitoneal) in CD2F1 (CDF1) mice	Other	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	320	NCI In Vivo Anticancer Drug Screen. Data for tumor model P329 Reticulum Cell Sarcoma (intraperitoneal) in B6D2F1 (BDF1) mice	Other	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	328	NCI In Vivo Anticancer Drug Screen. Data for tumor model P388 Leukemia (intraperitoneal) in B6D2F1 (BDF1) mice	Other	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	332	NCI In Vivo Anticancer Drug Screen. Data for tumor model ADJ-PC-20 Plasma Cell (subcutaneous) in unknown mice	Other	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	336	NCI In Vivo Anticancer Drug Screen. Data for tumor model P388 Leukemia resistant to Vincristine; NSC 67574 (intraperitoneal) in B6D2F1 (BDF1) mice	Other	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	338	NCI In Vivo Anticancer Drug Screen. Data for tumor model P388 Leukemia resistant to A Terephthalanilide; NSC 38280 (intraperitoneal) in B6D2F1 (BDF1) mice	Other	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	35	NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-2 Melanoma cell line	Confirmatory	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	39	NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-28 Melanoma cell line	Confirmatory	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	435003	uHTS luminescence assay for the identification of chemical inhibitors of T-cell specific antigen receptor-induced NF-kB activation	Screening	Burnham Center for Chemical Genomics	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	435020	Single concentration confirmation of chemical inhibitors of T-cell specific antigen receptor-induced NF-kB activation	Screening	Burnham Center for Chemical Genomics	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	45	NCI human tumor cell line growth inhibition assay. Data for the SF-268 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	488899	MITF Measured in Cell-Based System Using Plate Reader - 2084-01_Inhibitor_SinglePoint_HTS_Activity	Screening	Broad Institute	Active			AAH65243	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	489026	Dose response cytotoxicity of uHTS chemical inhibitors of T-cell specific antigen receptor-induced NF-kB activation in a HEK-293T cell line using a luminescence assay	Confirmatory	Burnham Center for Chemical Genomics	Inactive	IC50	80		
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	489033	Dose Response selectivity of uHTS chemical inhibitors of T-cell specific antigen receptor-induced NF-kB activation in a 697B cell line using a luminescence assay	Confirmatory	Burnham Center for Chemical Genomics	Active	IC50	2.56		
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	489035	Dose response confirmation of uHTS chemical inhibitors of T-cell specific antigen receptor-induced NF-kB activation in a Jurkat cell line using a luminescence assay	Confirmatory	Burnham Center for Chemical Genomics	Inactive	IC50	80		
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	489041	Dose response counterscreen of uHTS chemical inhibitors of T-cell specific antigen receptor-induced NF-kB activation in a HEK-293T cell line using a luminescence assay	Confirmatory	Burnham Center for Chemical Genomics	Inactive	IC50	80		
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	49	NCI human tumor cell line growth inhibition assay. Data for the SF-539 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	493073	MITF Measured in Cell-Based System Using Plate Reader - 2084-01_Inhibitor_DoseNoFile_CherryPick_Activity_Set3	Confirmatory	Broad Institute	Active	AC50	0.875	AAH65243	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	493102	MITF Measured in Cell-Based System Using Plate Reader - 2084-01_Inhibitor_DoseNoFile_CherryPick_Activity_Set4	Confirmatory	Broad Institute	Active	AC50	0.875	AAH65243	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	493177	MITF Measured in Cell-Based System Using Plate Reader - 2084-01_Inhibitor_DoseNoFile_CherryPick_Activity_Set2	Confirmatory	Broad Institute	Active	AC50	0.875	AAH65243	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	504327	qHTS Assay for Inhibitors of GCN5L2	Confirmatory	NCGC	Inactive	Potency	0.0891	NP_066564	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	504444	Nrf2 qHTS screen for inhibitors	Confirmatory	NCGC	Inconclusive	Potency	29.0929	NP_001138884	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	55	NCI human tumor cell line growth inhibition assay. Data for the SNB-75 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	588590	qHTS for Inhibitors of Polymerase Iota	Confirmatory	NCGC	Inactive	Potency	100	NP_009126	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	588855	qHTS for Inhibitors of TGF-b	Confirmatory	NCGC	Inconclusive	Potency	15.8489	AAL68976	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	588855	qHTS for Inhibitors of TGF-b	Confirmatory	NCGC	Inconclusive	Potency	8.9125	AAL68976	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	589	qHTS Assay for Spectroscopic Profiling in 4-MU Spectral Region	Other	NCGC	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	590	qHTS Assay for Spectroscopic Profiling in A350 Spectral Region	Other	NCGC	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	602229	Luminescence-based cell-based high throughput primary screening assay to identify agonists of nuclear receptor subfamily 2, group E, member 3 (NR2E3)	Screening	The Scripps Research Institute Molecular Screening Center	Active			BAH02301	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	602310	qHTS for Inhibitors of Vif-A3G Interactions: qHTS	Confirmatory	NCGC	Inconclusive	Potency	1.5849	NP_068594	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	602310	qHTS for Inhibitors of Vif-A3G Interactions: qHTS	Confirmatory	NCGC	Inconclusive	Potency	3.1623	NP_068594	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	602340	HTS for suppressors of simvastatin-induced mytoxicity in differentiated C2C12 cells Measured in Cell-Based System Using Plate Reader - 2112-01_Suppressor_SinglePoint_HTS_Activity	Screening	Broad Institute	Active				
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	602393	Screen for inhibitors of the SWI/SNF chromatin remodeling complex (esBAF) in mouse embryonic stem cells with Luciferase reporter assay Measured in Cell-Based System Using Plate Reader - 2141-01_Inhibitor_SinglePoint_HTS_Activity	Screening	Broad Institute	Active			NP_001167549	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	624202	qHTS Assay to Identify Small Molecule Activators of BRCA1 Expression	Confirmatory	NCGC	Inactive	Potency	11.2202	AAC37594	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	624291	qHTS for Activators of Integrin-Mediated Alleviation for Muscular Dystrophy	Confirmatory	NCGC	Inactive	Potency	2.8184	P01215	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	624296	A quantitative high throughput screen for small molecules that induce DNA re-replication in MCF 10a normal breast cells.	Confirmatory	NCGC	Inconclusive	Potency	0.2909	NP_056979	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	624297	A quantitative high throughput screen for small molecules that induce DNA re-replication in SW480 colon adenocarcinoma cells.	Confirmatory	NCGC	Inconclusive	Potency	14.581	NP_056979	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	651635	Viability Counterscreen for Primary qHTS for Inhibitors of ATXN expression	Confirmatory	NCGC	Inconclusive	Potency	0.1259		PMID:35787375
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	651635	Viability Counterscreen for Primary qHTS for Inhibitors of ATXN expression	Confirmatory	NCGC	Inconclusive	Potency	0.1259	Q99700	PMID:35787375
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	651812	qHTS for inhibitors of Vif-A3G interactions: Cherry picks	Confirmatory	NCGC	Inconclusive	Potency	18.3564	NP_068594	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	651813	qHTS for inhibitors of Vif-A3G interactions: Cherry picks counterscreen	Confirmatory	NCGC	Inconclusive	Potency	3.9582	NP_068594	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	651813	qHTS for inhibitors of Vif-A3G interactions: Cherry picks counterscreen	Confirmatory	NCGC	Inconclusive	Potency	5.1735	NP_068594	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	651814	qHTS for inhibitors of Vif-A3F interactions: Cherry picks	Confirmatory	NCGC	Active	Potency	3.5277	NP_660341	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	651814	qHTS for inhibitors of Vif-A3F interactions: Cherry picks	Confirmatory	NCGC	Active	Potency	6.5131	NP_660341	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	651815	qHTS for inhibitors of Vif-A3F interactions: Cherry picks counterscreen	Confirmatory	NCGC	Active	Potency	3.9582	NP_660341	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	651815	qHTS for inhibitors of Vif-A3F interactions: Cherry picks counterscreen	Confirmatory	NCGC	Active	Potency	9.2	NP_660341	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	651820	qHTS Assay for Inhibitors of Hepatitis C Virus (HCV)	Confirmatory	NCGC	Inconclusive	Potency	0.7079		
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	652017	Luminescence-based cell-based primary high throughput screening assay to identify activators of the function of SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 (SMARCA2, BRM)	Screening	The Scripps Research Institute Molecular Screening Center	Active			EAW58811	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	652126	Luminescence-based cell-based primary high throughput screening assay to identify activators of the DAF-12 from the parasite S. stercoralis (ssDAF-12)	Screening	The Scripps Research Institute Molecular Screening Center	Active			NP_001024547	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	652260	Luminescence-based cell-based primary high throughput confirmation assay to identify activators of the function of SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 (SMARCA2, BRM)	Screening	The Scripps Research Institute Molecular Screening Center	Active			EAW58811	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	686970	qHTS for induction of synthetic lethality in tumor cells producing 2HG: qHTS for the HT-1080-NT fibrosarcoma cell line	Confirmatory	NCGC	Inconclusive	Potency	0.5174	CAG38738	
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	686971	qHTS for induction of synthetic lethality in tumor cells producing 2HG: qHTS for the HT-1080-IDH1KD cell line	Confirmatory	NCGC	Active	Potency	0.1158		
LPXQRXLUHJKZIE-UHFFFAOYSA-N	135403646	686978	qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in absence of CPT	Confirmatory	NCGC	Active	Potency	7.3078	AAI07878	
