organism_name	taxon_id	name_class	requested_by
Antipathes subpinnata	NCBITaxon:406748	synonym	lotus
Antrodia salmonea	NCBITaxon:410307	synonym	lotus
Antrodiella gypsea	NCBITaxon:1765008	synonym	lotus
Aosa gilgiana	NCBITaxon:3752618	scientific name	lotus
Aphanizomenon flos-aquae	NCBITaxon:1176	scientific name	cyanometdb
Aphanizomenon issatschenkoi	NCBITaxon:230752	synonym	cyanometdb
Aphanizomenon ovalisporum	NCBITaxon:75695	synonym	cyanometdb
Aphanothece halophytica	NCBITaxon:72020	scientific name	cyanometdb
Aphanothece sacrum	NCBITaxon:1122	scientific name	cyanometdb
Aphelandra arborea	NCBITaxon:3752662	scientific name	lotus
Aphelandra chamissoniana	NCBITaxon:3752677	scientific name	lotus
Aphelandra flava	NCBITaxon:3752706	scientific name	lotus
Apium graveolens var. dulce	NCBITaxon:117781	synonym	lotus
Apium nodiflorum	NCBITaxon:99497	synonym	lotus
Aplidium multiplicatum	NCBITaxon:3106037	scientific name	lotus
Aplidium pallidum	NCBITaxon:2980188	scientific name	lotus
Aplysia brasiliana	NCBITaxon:144767	synonym	lotus
Aplysinella strongylata	NCBITaxon:1162742	scientific name	lotus
Apodanthera undulata	NCBITaxon:3083828	scientific name	lotus
Apometzgeria pubescens	NCBITaxon:357979	synonym	lotus
Apomyelois ceratoniae	NCBITaxon:1032508	synonym	lotus
Aptenia cordifolia	NCBITaxon:107607	synonym	lotus
Aquarius grandiflorus	NCBITaxon:55312	synonym	lotus
Aquarius macrophyllus	NCBITaxon:3237189	scientific name	lotus
Aquilaria agallocha	NCBITaxon:1472648	synonym	lotus
Aquilegia ballii	NCBITaxon:3755133	scientific name	lotus
Aquilegia caerulea	NCBITaxon:218851	synonym	lotus
Arachniotus dankaliensis	NCBITaxon:166389	synonym	lotus
Aralia montana	NCBITaxon:3755277	scientific name	lotus
Araucaria cookii	NCBITaxon:2898861	scientific name	lotus
Archidendron molle	NCBITaxon:3755356	scientific name	lotus
Archidoris montereyensis	NCBITaxon:1265871	synonym	lotus
Archidoris odhneri	NCBITaxon:54992	synonym	lotus
Archilejeunea olivacea	NCBITaxon:1795078	synonym	lotus
Arctomecon californica	NCBITaxon:2992620	scientific name	lotus
Ardisia colorata	NCBITaxon:1009002	synonym	lotus
Ardisia iwahigensis	NCBITaxon:3755663	scientific name	lotus
Ardisia macrocarpa	NCBITaxon:3114517	scientific name	lotus
Ardisia serrata	NCBITaxon:2508486	scientific name	lotus
Ardisia staudtii	NCBITaxon:3755915	scientific name	lotus
Argemone aenea	NCBITaxon:3756001	scientific name	lotus
Argemone brevicornuta	NCBITaxon:3756002	scientific name	lotus
Argyreia cuneata	NCBITaxon:1281414	synonym	lotus
Argyreia nervosa	NCBITaxon:139741	synonym	lotus
Argyreia populifolia	NCBITaxon:2918508	synonym	lotus
Argyreia speciosa	NCBITaxon:139741	synonym	lotus
Argyrolobium crassifolium	NCBITaxon:3756315	scientific name	lotus
Argyrolobium frutescens	NCBITaxon:3083849	scientific name	lotus
Argyrolobium lotoides	NCBITaxon:3083852	scientific name	lotus
Argyrolobium sankeyi	NCBITaxon:508343	scientific name	lotus
Argyrolobium speciosum	NCBITaxon:3756335	scientific name	lotus
Argyrolobium tomentosum	NCBITaxon:3083860	scientific name	lotus
Arisaema echinatum	NCBITaxon:3736825	scientific name	lotus
Aristea compressa	NCBITaxon:3756404	scientific name	lotus
Aristea ensifolia	NCBITaxon:3237329	scientific name	lotus
Aristea lugens	NCBITaxon:3756417	scientific name	lotus
Aristea montana	NCBITaxon:3756420	scientific name	lotus
Aristea singularis	NCBITaxon:3756437	scientific name	lotus
Aristeguietia discolor	NCBITaxon:3122680	scientific name	lotus
Aristeguietia gayana	NCBITaxon:3756452	scientific name	lotus
Aristeguietia pseudarborea	NCBITaxon:3756455	scientific name	lotus
Aristeguietia salvia	NCBITaxon:3060459	scientific name	lotus
Aristolochia auricularia	NCBITaxon:3754498	scientific name	lotus
Aristolochia birostris	NCBITaxon:3754513	scientific name	lotus
Aristolochia bodamae	NCBITaxon:3754514	scientific name	lotus
Aristolochia brevipes	NCBITaxon:3754521	scientific name	lotus
Aristolochia constricta	NCBITaxon:3754551	scientific name	lotus
Aristolochia coryi	NCBITaxon:3754556	scientific name	lotus
Aristolochia didyma	NCBITaxon:3754569	scientific name	lotus
Aristolochia gehrtii	NCBITaxon:3754590	scientific name	lotus
Aristolochia iquitensis	NCBITaxon:3754624	scientific name	lotus
Aristolochia lagesiana	NCBITaxon:3754639	scientific name	lotus
Aristolochia littoralis	NCBITaxon:325095	scientific name	lotus
Aristolochia macrocarpa	NCBITaxon:2708923	synonym	lotus
Aristolochia mathewsii	NCBITaxon:3754677	scientific name	lotus
Aristolochia orbicularis	NCBITaxon:3754706	scientific name	lotus
Aristolochia pubescens	NCBITaxon:3754841	scientific name	lotus
Aristolochia ridicula	NCBITaxon:3754749	scientific name	lotus
Arivela viscosa	NCBITaxon:190804	synonym	lotus
Armillaria novae-zelandiae	NCBITaxon:153914	scientific name	lotus
Arnebia speciosa	NCBITaxon:3756679	scientific name	lotus
Arnebia tschimganica	NCBITaxon:650328	synonym	lotus
Arnica frigida	NCBITaxon:436200	synonym	lotus
Arrabidaea patellifera	NCBITaxon:353946	synonym	lotus
Artabotrys lastoursvillensis	NCBITaxon:2998674	scientific name	lotus
Artemisia aethiopica	NCBITaxon:3756737	scientific name	lotus
Artemisia asiatica	NCBITaxon:1827451	synonym	chebi_origins
Artemisia caruifolia	NCBITaxon:496566	synonym	lotus
Artemisia dalai-lamae	NCBITaxon:3004394	scientific name	lotus
Artemisia dubia var. subdigitata	NCBITaxon:1027797	scientific name	lotus
Artemisia glauca	NCBITaxon:401895	synonym	lotus
Artemisia klotzschiana	NCBITaxon:1227627	synonym	lotus
Artemisia latifolia	NCBITaxon:3844206	scientific name	lotus
Artemisia lerchiana	NCBITaxon:1903215	synonym	lotus
Artemisia mexicana	NCBITaxon:72346	synonym	lotus
Artemisia mongolorum	NCBITaxon:2991489	scientific name	lotus
Artemisia moorcroftiana	NCBITaxon:2800585	scientific name	lotus
Artemisia pectinata	NCBITaxon:217471	synonym	lotus
Artemisia saissanica	NCBITaxon:3756820	scientific name	lotus
Artemisia subchrysolepis	NCBITaxon:3756825	scientific name	lotus
Artemisia szowitziana	NCBITaxon:3756829	scientific name	lotus
Artemisia valentina	NCBITaxon:1903205	synonym	lotus
Artemisia verlotorum	NCBITaxon:72356	synonym	lotus
Arthonia leucopellaea	NCBITaxon:1542750	synonym	lotus
Arthrobacter protophormiae	NCBITaxon:37930	synonym	lotus
Arthrobacter ureafaciens	NCBITaxon:37931	synonym	lotus
Arthrobotrys brochopaga	NCBITaxon:3140254	synonym	lotus
Arthrobotrys dactyloides	NCBITaxon:74499	synonym	lotus
Arthrobotrys oligosporus	NCBITaxon:2813651	synonym	lotus
Arthrocnemum fruticosum	NCBITaxon:224149	synonym	lotus
Arthrocnemum macrostachyum	NCBITaxon:239181	synonym	lotus
Arthroderma gypseum	NCBITaxon:63402	synonym	lotus
Arthrospira platensis	NCBITaxon:118562	synonym	cyanometdb
Artocarpus chaplasha	NCBITaxon:709040	synonym	lotus
Artocarpus lanceaefolia	NCBITaxon:709049	synonym	lotus
Aschersonia aleyrodis	NCBITaxon:324773	synonym	lotus
Asparagus curillus	NCBITaxon:3757199	scientific name	lotus
Asparagus dumosus	NCBITaxon:3757201	scientific name	lotus
Asparagus mairei	NCBITaxon:3041915	synonym	lotus
Asparagus meioclados	NCBITaxon:3041915	scientific name	lotus
Asparagus plumosus	NCBITaxon:272863	synonym	lotus
Aspergillus echinulatus	NCBITaxon:41418	synonym	lotus
Aspergillus repens	NCBITaxon:1405805	synonym	lotus
Aspergillus saitoi	NCBITaxon:5063	synonym	lotus
Aspergillus similanensis	NCBITaxon:3080545	scientific name	lotus
Asphodeline globifera	NCBITaxon:3757325	scientific name	lotus
Asphodeline tenuior	NCBITaxon:3757328	scientific name	lotus
Asphodelus microcarpus	NCBITaxon:221659	synonym	chebi_origins,lotus
Aspidosperma auriculatum	NCBITaxon:3757706	scientific name	lotus
Aspidosperma discolor	NCBITaxon:3757716	scientific name	lotus
Aspidosperma formosanum	NCBITaxon:3757722	scientific name	lotus
Aspidosperma limae	NCBITaxon:3757731	scientific name	lotus
Aspidosperma macrocarpon	NCBITaxon:3757732	scientific name	lotus
Aspidosperma nigricans	NCBITaxon:3757738	scientific name	lotus
Aspidosperma pachypterum	NCBITaxon:3757740	scientific name	lotus
Aspidosperma pyricollum	NCBITaxon:3757742	scientific name	chebi_origins,lotus
Aspidosperma ulei	NCBITaxon:3757756	scientific name	lotus
Aspilia africana	NCBITaxon:3466087	scientific name	lotus
Aspilia eenii	NCBITaxon:3757804	scientific name	lotus
Aspilia foliosa	NCBITaxon:3434161	scientific name	lotus
Aspilia jolyana	NCBITaxon:3757814	scientific name	lotus
Aspilia kotschyi	NCBITaxon:2494599	scientific name	lotus
Aspilia paludosa	NCBITaxon:3757824	scientific name	lotus
Aspilia platyphylla	NCBITaxon:3757827	scientific name	lotus
Asplenium unilaterale	NCBITaxon:147939	synonym	lotus
Aspropaxillus giganteus	NCBITaxon:1167592	synonym	lotus
Aster acuminatus	NCBITaxon:1539883	synonym	lotus
Aster conspicuus	NCBITaxon:481916	synonym	lotus
Aster heliopsis	NCBITaxon:3757938	scientific name	lotus
Aster shimadai	NCBITaxon:2750693	equivalent name	lotus
Asterolasia trymalioides	NCBITaxon:2981368	scientific name	lotus
Asterotremella humicola	NCBITaxon:5417	synonym	lotus
Astragalus altaicola	NCBITaxon:3725501	scientific name	lotus
Astragalus amarus	NCBITaxon:3725505	scientific name	lotus
Astragalus arequipensis	NCBITaxon:3083928	scientific name	lotus
Astragalus atropubescens	NCBITaxon:3083934	scientific name	lotus
Astragalus babatagi	NCBITaxon:3114731	scientific name	lotus
Astragalus brachystachys	NCBITaxon:3003250	scientific name	chebi_origins
Astragalus buchtormensis	NCBITaxon:3242442	scientific name	lotus
Astragalus bungeanus	NCBITaxon:3083988	scientific name	lotus
Astragalus canadensis var. mortonii	NCBITaxon:3144681	scientific name	lotus
Astragalus captiosus	NCBITaxon:3083996	scientific name	lotus
Astragalus caucasicus	NCBITaxon:3084001	scientific name	lotus
Astragalus chrysopterus	NCBITaxon:3695046	scientific name	lotus
Astragalus circassicus	NCBITaxon:3725722	scientific name	lotus
Astragalus cryptanthus	NCBITaxon:3084027	scientific name	lotus
Astragalus dissectus	NCBITaxon:3084101	scientific name	lotus
Astragalus emoryanus	NCBITaxon:3084112	scientific name	lotus
Astragalus eupeplus	NCBITaxon:3725862	scientific name	lotus
Astragalus exilis	NCBITaxon:3725869	scientific name	lotus
Astragalus flexus	NCBITaxon:2764613	scientific name	lotus
Astragalus floccosifolius	NCBITaxon:3725890	scientific name	lotus
Astragalus fruticosus	NCBITaxon:3081191	scientific name	lotus
Astragalus galegiformis	NCBITaxon:3084132	scientific name	lotus
Astragalus globiceps	NCBITaxon:3084141	scientific name	lotus
Astragalus iliensis	NCBITaxon:3726022	scientific name	lotus
Astragalus kabadianus	NCBITaxon:3084172	scientific name	lotus
Astragalus kulabensis	NCBITaxon:3084183	scientific name	lotus
Astragalus laguroides	NCBITaxon:3374563	scientific name	lotus
Astragalus miser var. oblongifolius	NCBITaxon:3144684	scientific name	lotus
Astragalus mucidus	NCBITaxon:3084242	scientific name	lotus
Astragalus muelleri	NCBITaxon:3726271	scientific name	lotus
Astragalus multiceps	NCBITaxon:3726273	scientific name	lotus
Astragalus orbiculatus	NCBITaxon:3084270	scientific name	lotus
Astragalus pamirensis	NCBITaxon:3084275	scientific name	lotus
Astragalus prusianus	NCBITaxon:3726435	scientific name	lotus
Astragalus pterocarpus	NCBITaxon:3084308	scientific name	lotus
Astragalus pterocephalus	NCBITaxon:3084309	scientific name	lotus
Astragalus quisqualis	NCBITaxon:3084315	scientific name	lotus
Astragalus siculus	NCBITaxon:3391572	scientific name	lotus
Astragalus syriacus	NCBITaxon:3092333	scientific name	lotus
Astragalus taschkendicus	NCBITaxon:3084377	scientific name	lotus
Astragalus testiculatus	NCBITaxon:3074037	scientific name	lotus
Astragalus trigonus	NCBITaxon:3084393	scientific name	lotus
Astragalus trimestris	NCBITaxon:3084394	scientific name	lotus
Astragalus uninodis	NCBITaxon:3726774	scientific name	lotus
Astragalus villosissimus	NCBITaxon:3726802	scientific name	lotus
Astrotrichilia voamatata	NCBITaxon:3758198	scientific name	lotus
Asystasia intrusa	NCBITaxon:3238782	scientific name	chebi_origins,lotus
Atalantia wightii	NCBITaxon:3758228	scientific name	lotus
Ateleia apetala	NCBITaxon:3084429	scientific name	lotus
Athalia rosae	NCBITaxon:37344	scientific name	chebi_origins
Athamanta ramosissima	NCBITaxon:2675303	synonym	lotus
Athamanta vayredana	NCBITaxon:3758241	scientific name	lotus
Athyrium niponicum	NCBITaxon:65715	synonym	lotus
Atractylis gummifera	NCBITaxon:143183	synonym	lotus
Atraphaxis muschketovii	NCBITaxon:1526676	synonym	lotus
Atriolum robustum	NCBITaxon:1836342	scientific name	lotus
Atriplex griffithii	NCBITaxon:2908440	scientific name	lotus
Atriplex hastata	NCBITaxon:46090	synonym	lotus
Atriplex stocksii	NCBITaxon:2908468	scientific name	lotus
Aucklandia lappa	NCBITaxon:324593	synonym	lotus
Aurantiporus fissilis	NCBITaxon:1040649	synonym	lotus
Auricula	NCBITaxon:1952198	scientific name	lotus
Austrocylindropuntia exaltata	NCBITaxon:1157649	scientific name	lotus
Austroeupatorium chaparense	NCBITaxon:3758466	scientific name	lotus
Austromyrtus tenuifolia	NCBITaxon:3758476	scientific name	lotus
Axinyssa aplysinoides	NCBITaxon:3290687	scientific name	lotus
Baccaurea courtallensis	NCBITaxon:3369414	scientific name	lotus
Baccharis concava	NCBITaxon:3027730	scientific name	lotus
Baccharis crispa	NCBITaxon:1926966	synonym	lotus
Baccharis kingii	NCBITaxon:3026883	scientific name	lotus
Baccharis linearis	NCBITaxon:1654441	scientific name	lotus
Baccharis macraei	NCBITaxon:1654443	scientific name	lotus
Baccharis magellanica	NCBITaxon:3342982	scientific name	lotus
Baccharis rhomboidalis	NCBITaxon:3027732	scientific name	lotus
Baccharis salzmannii	NCBITaxon:2707522	synonym	lotus
Baccharis santelicis	NCBITaxon:1654449	scientific name	lotus
Baccharis scandens	NCBITaxon:2601728	scientific name	lotus
Baccharoides filigera	NCBITaxon:3760066	scientific name	lotus
Baccharoides guineensis	NCBITaxon:3760068	scientific name	lotus
Bacillus schlegelii	NCBITaxon:1484	synonym	lotus
Bacopa crenata	NCBITaxon:3071836	scientific name	lotus
Bacopa monniera	NCBITaxon:263974	equivalent name	lotus
Bactrocera cucumis	NCBITaxon:47774	synonym	lotus
Badilloa salicina	NCBITaxon:3709056	scientific name	lotus
Badilloa steetzii	NCBITaxon:3709059	scientific name	lotus
Baeckea gunniana	NCBITaxon:3760148	scientific name	lotus
Baeria	NCBITaxon:283885	synonym	lotus
Bahiopsis chenopodina	NCBITaxon:3760161	scientific name	lotus
Balanophora abbreviata	NCBITaxon:2906540	scientific name	chebi_origins
Balanophora papuana	NCBITaxon:3760210	scientific name	lotus
Ballota acetabulosa	NCBITaxon:483793	synonym	lotus
Ballota africana	NCBITaxon:379205	synonym	lotus
Ballota andreuzziana	NCBITaxon:3760235	scientific name	lotus
Ballota glandulosissima	NCBITaxon:3760240	scientific name	lotus
Ballota hirsuta	NCBITaxon:1138119	synonym	lotus
Ballota hispanica	NCBITaxon:155229	synonym	lotus
Ballota limbata	NCBITaxon:483858	synonym	chebi_origins
Ballota undulata	NCBITaxon:694343	synonym	lotus
Balsamorhiza macrophylla	NCBITaxon:3760258	scientific name	lotus
Baptisia arachnifera	NCBITaxon:3120269	scientific name	lotus
Baptisia nuttalliana	NCBITaxon:3120271	scientific name	lotus
Barbacenia macrantha	NCBITaxon:3373633	scientific name	lotus
Baroniella acuminata	NCBITaxon:3760603	scientific name	lotus
Bartlettina karwinskiana	NCBITaxon:3046114	scientific name	lotus
Bathydoris hodgsoni	NCBITaxon:3053262	scientific name	lotus
Bauhinia glauca	NCBITaxon:228520	synonym	lotus
Bauhinia guianensis	NCBITaxon:508984	synonym	lotus
Bauhinia holophylla	NCBITaxon:3314501	scientific name	lotus
Bauhinia saccocalyx	NCBITaxon:1707764	scientific name	chebi_origins
Bauhinia tarapotensis	NCBITaxon:871993	scientific name	lotus
Bauhinia vahlii	NCBITaxon:653097	synonym	lotus
Beilschmiedia anacardioides	NCBITaxon:3760903	scientific name	lotus
Beilschmiedia cryptocaryoides	NCBITaxon:3760931	scientific name	lotus
Beilschmiedia ferruginea	NCBITaxon:3789274	synonym	lotus
Beilschmiedia oligandra	NCBITaxon:3761008	scientific name	lotus
Beilschmiedia penangiana	NCBITaxon:3761018	scientific name	lotus
Beilschmiedia tsangii	NCBITaxon:1603694	scientific name	chebi_origins
Beilschmiedia zenkeri	NCBITaxon:3761069	scientific name	lotus
Bellamya chinensis	NCBITaxon:527796	synonym	lotus
Bellevalia eigii	NCBITaxon:3761078	scientific name	lotus
Bellidiastrum michelii	NCBITaxon:191233	synonym	lotus
Berberis fremontii	NCBITaxon:258163	synonym	lotus
Berberis swaseyi	NCBITaxon:1813938	synonym	lotus
Berberis trifoliolata	NCBITaxon:102689	synonym	lotus
Berchemia floribunda	NCBITaxon:1226760	scientific name	chebi_origins
Bergenia cordifolia	NCBITaxon:885526	synonym	lotus
Bergenia hissarica	NCBITaxon:3761252	scientific name	lotus
Bergera koenigii	NCBITaxon:159030	synonym	lotus
Berkheya bergiana	NCBITaxon:3761260	scientific name	lotus
Bersama yangambiensis	NCBITaxon:3761376	scientific name	lotus
Besseya alpina	NCBITaxon:264888	synonym	lotus
Beta procumbens	NCBITaxon:19768	synonym	lotus
Betonica orientalis	NCBITaxon:3761562	scientific name	lotus
Betula dahurica	NCBITaxon:253224	synonym	lotus
Betula davurica	NCBITaxon:253224	scientific name	lotus
Betula exilis	NCBITaxon:717482	synonym	chebi_origins
Betula kirghisorum	NCBITaxon:3076647	scientific name	lotus
Betula resinifera	NCBITaxon:216987	synonym	lotus
Beyeria calycina	NCBITaxon:3761581	scientific name	lotus
Bhesa indica	NCBITaxon:3761602	scientific name	lotus
Bhesa nitidissima	NCBITaxon:3761603	scientific name	lotus
Bidens parviflora	NCBITaxon:1527830	scientific name	chebi_origins
Bidens rubicundula	NCBITaxon:3761709	scientific name	lotus
Billbergia buchholtzii	NCBITaxon:3761805	scientific name	lotus
Bionectria	NCBITaxon:110564	synonym	lotus
Bionectria byssicola	NCBITaxon:160290	synonym	lotus
Bionectria ochroleuca	NCBITaxon:29856	synonym	lotus
Biophytum sensitivum	NCBITaxon:1898900	scientific name	chebi_origins
Bipolaris brizae	NCBITaxon:2591492	synonym	lotus
Bipolaris coicis	NCBITaxon:91367	synonym	lotus
Bishovia boliviensis	NCBITaxon:3709061	scientific name	lotus
Bistorta elliptica	NCBITaxon:3420121	scientific name	lotus
Bituminaria morisiana	NCBITaxon:3474877	scientific name	chebi_origins,lotus
Bituminaria plumosa	NCBITaxon:3474878	scientific name	lotus
Blainvillea dichotoma	NCBITaxon:243762	synonym	lotus
Blechnum fluviatile	NCBITaxon:393573	synonym	lotus
Blechnum gibbum	NCBITaxon:120697	synonym	lotus
Blechnum minus	NCBITaxon:393576	synonym	lotus
Blechnum novae-zelandiae	NCBITaxon:393580	synonym	lotus
Blechnum palmiforme	NCBITaxon:3471475	scientific name	lotus
Blechnum procerum	NCBITaxon:393583	synonym	lotus
Blechnum spicant	NCBITaxon:114457	synonym	lotus
Blechnum vulcanicum	NCBITaxon:393586	synonym	lotus
Blumea malcolmii	NCBITaxon:3762939	scientific name	lotus
Blumea obliqua	NCBITaxon:3762944	scientific name	lotus
Blutaparon portulacoides	NCBITaxon:1611269	synonym	lotus
Boehmeria excelsa	NCBITaxon:3084583	scientific name	lotus
Boehmeria holosericea	NCBITaxon:3084586	scientific name	lotus
Boletus bovinus	NCBITaxon:48563	synonym	lotus
Boletus erythropus	NCBITaxon:2268947	synonym	lotus
Boletus radicans	NCBITaxon:2100787	synonym	lotus
Bombax malabaricum	NCBITaxon:45325	synonym	lotus
Boronia bipinnata	NCBITaxon:3786679	synonym	chebi_origins,lotus
Boronia inconspicua	NCBITaxon:2749874	synonym	lotus
Boronia inornata	NCBITaxon:1764338	scientific name	chebi_origins
Boronia koniambiensis	NCBITaxon:2986621	scientific name	lotus
Boronia megastigma	NCBITaxon:709985	scientific name	lotus
Boronia ramosa	NCBITaxon:1764353	synonym	lotus
Borreria latifolia	NCBITaxon:2516533	synonym	lotus
Bos taurus	NCBITaxon:9913	scientific name	bindingdb
Bosistoa floydii	NCBITaxon:3158610	scientific name	lotus
