identifier	np_pathway	slug	path
CHEBI:10106	POLYKETIDES	zearalenone	data/natural_products/polyketides/zearalenone.yaml
CHEBI:10276	ALKALOIDS	ergocryptine	data/natural_products/alkaloids/ergocryptine.yaml
CHEBI:131712	UNCLASSIFIED	shinorine	data/natural_products/unclassified/shinorine.yaml
CHEBI:131914	ALKALOIDS	violacein	data/natural_products/alkaloids/violacein.yaml
CHEBI:132426	POLYKETIDES	chondrochloren-a	data/natural_products/polyketides/chondrochloren-a.yaml
CHEBI:133127	AMINO_ACIDS_AND_PEPTIDES	lugdunin	data/natural_products/amino_acids_and_peptides/lugdunin.yaml
CHEBI:133763	POLYKETIDES	ywa1	data/natural_products/polyketides/ywa1.yaml
CHEBI:133787	POLYKETIDES	pyranonigrin-e	data/natural_products/polyketides/pyranonigrin-e.yaml
CHEBI:133852	POLYKETIDES	azanigerone-a	data/natural_products/polyketides/azanigerone-a.yaml
CHEBI:133919	ALKALOIDS	decarbamoylsaxitoxin	data/natural_products/alkaloids/decarbamoylsaxitoxin.yaml
CHEBI:134606	CARBOHYDRATES	toyocamycin	data/natural_products/carbohydrates/toyocamycin.yaml
CHEBI:134612	AMINO_ACIDS_AND_PEPTIDES	staphyloferrin-b	data/natural_products/amino_acids_and_peptides/staphyloferrin-b.yaml
CHEBI:135511	ALKALOIDS	rebeccamycin	data/natural_products/alkaloids/rebeccamycin.yaml
CHEBI:137562	TERPENOIDS	eremophilene	data/natural_products/terpenoids/eremophilene.yaml
CHEBI:138046	TERPENOIDS	sesterfisherol	data/natural_products/terpenoids/sesterfisherol.yaml
CHEBI:138165	TERPENOIDS	2-i-s-i-3-i-r-i-9-i-r-i-pristinol	data/natural_products/terpenoids/2-i-s-i-3-i-r-i-9-i-r-i-pristinol.yaml
CHEBI:138511	POLYKETIDES	piericidin-a	data/natural_products/polyketides/piericidin-a.yaml
CHEBI:139480	TERPENOIDS	em-o-em-methylkolavelool	data/natural_products/terpenoids/em-o-em-methylkolavelool.yaml
CHEBI:140173	AMINO_ACIDS_AND_PEPTIDES	malacidin-a	data/natural_products/amino_acids_and_peptides/malacidin-a.yaml
CHEBI:140174	AMINO_ACIDS_AND_PEPTIDES	malacidin-b	data/natural_products/amino_acids_and_peptides/malacidin-b.yaml
CHEBI:140434	ALKALOIDS	3-z-2-isocyanoethenyl-indole	data/natural_products/alkaloids/3-z-2-isocyanoethenyl-indole.yaml
CHEBI:140442	ALKALOIDS	12-em-epi-em-fischerindole-u	data/natural_products/alkaloids/12-em-epi-em-fischerindole-u.yaml
CHEBI:140649	SHIKIMATES_AND_PHENYLPROPANOIDS	paerucumarin	data/natural_products/shikimates_and_phenylpropanoids/paerucumarin.yaml
CHEBI:140651	UNCLASSIFIED	rhabduscin	data/natural_products/unclassified/rhabduscin.yaml
CHEBI:141338	POLYKETIDES	sporothriolide	data/natural_products/polyketides/sporothriolide.yaml
CHEBI:141380	POLYKETIDES	indanomycin	data/natural_products/polyketides/indanomycin.yaml
CHEBI:142639	POLYKETIDES	nectriapyrone	data/natural_products/polyketides/nectriapyrone.yaml
CHEBI:142799	POLYKETIDES	nectriapyrone-d	data/natural_products/polyketides/nectriapyrone-d.yaml
CHEBI:142842	UNCLASSIFIED	andrastin-a	data/natural_products/unclassified/andrastin-a.yaml
CHEBI:144441	FATTY_ACIDS	triacsin-c	data/natural_products/fatty_acids/triacsin-c.yaml
CHEBI:145066	POLYKETIDES	stemphyloxin-ii	data/natural_products/polyketides/stemphyloxin-ii.yaml
CHEBI:145070	POLYKETIDES	compound-7	data/natural_products/polyketides/compound-7.yaml
CHEBI:145071	POLYKETIDES	compound-9	data/natural_products/polyketides/compound-9.yaml
CHEBI:145105	UNCLASSIFIED	asperphenamate	data/natural_products/unclassified/asperphenamate.yaml
CHEBI:145895	ALKALOIDS	i-s-i-i-s-i-2-5-di-em-p-em-hydroxybenzyl-piperazine	data/natural_products/alkaloids/i-s-i-i-s-i-2-5-di-em-p-em-hydroxybenzyl-piperazine.yaml
CHEBI:146153	UNCLASSIFIED	ilicicolin-b	data/natural_products/unclassified/ilicicolin-b.yaml
CHEBI:146194	TERPENOIDS	15-acetyldeoxynivalenol	data/natural_products/terpenoids/15-acetyldeoxynivalenol.yaml
CHEBI:149660	SHIKIMATES_AND_PHENYLPROPANOIDS	atromentin	data/natural_products/shikimates_and_phenylpropanoids/atromentin.yaml
CHEBI:152052	POLYKETIDES	agnestin-a	data/natural_products/polyketides/agnestin-a.yaml
CHEBI:15353	CARBOHYDRATES	blasticidin-s	data/natural_products/carbohydrates/blasticidin-s.yaml
CHEBI:155910	TERPENOIDS	aculene-d	data/natural_products/terpenoids/aculene-d.yaml
CHEBI:155912	TERPENOIDS	aculene-c	data/natural_products/terpenoids/aculene-c.yaml
CHEBI:156056	TERPENOIDS	aculene-b	data/natural_products/terpenoids/aculene-b.yaml
CHEBI:156057	TERPENOIDS	aculene-a	data/natural_products/terpenoids/aculene-a.yaml
CHEBI:156148	UNCLASSIFIED	ascofuranone	data/natural_products/unclassified/ascofuranone.yaml
CHEBI:156219	UNCLASSIFIED	ascochlorin	data/natural_products/unclassified/ascochlorin.yaml
CHEBI:156291	POLYKETIDES	oviedomycin	data/natural_products/polyketides/oviedomycin.yaml
CHEBI:156292	ALKALOIDS	tilivalline	data/natural_products/alkaloids/tilivalline.yaml
CHEBI:156298	POLYKETIDES	aurafuron-a	data/natural_products/polyketides/aurafuron-a.yaml
CHEBI:156300	SHIKIMATES_AND_PHENYLPROPANOIDS	legioliulin	data/natural_products/shikimates_and_phenylpropanoids/legioliulin.yaml
CHEBI:156301	POLYKETIDES	auricin	data/natural_products/polyketides/auricin.yaml
CHEBI:156303	AMINO_ACIDS_AND_PEPTIDES	colibactin	data/natural_products/amino_acids_and_peptides/colibactin.yaml
CHEBI:156313	ALKALOIDS	erdasporine-a	data/natural_products/alkaloids/erdasporine-a.yaml
CHEBI:156314	ALKALOIDS	erdasporine-b	data/natural_products/alkaloids/erdasporine-b.yaml
CHEBI:156315	ALKALOIDS	erdasporine-c	data/natural_products/alkaloids/erdasporine-c.yaml
CHEBI:156318	POLYKETIDES	alternapyrone	data/natural_products/polyketides/alternapyrone.yaml
CHEBI:156320	TERPENOIDS	mangicol-a	data/natural_products/terpenoids/mangicol-a.yaml
CHEBI:156357	POLYKETIDES	salinipyrone-a	data/natural_products/polyketides/salinipyrone-a.yaml
CHEBI:156363	POLYKETIDES	gibepyrone-a	data/natural_products/polyketides/gibepyrone-a.yaml
CHEBI:156386	POLYKETIDES	asperlactone	data/natural_products/polyketides/asperlactone.yaml
CHEBI:156388	ALKALOIDS	streptazone-e	data/natural_products/alkaloids/streptazone-e.yaml
CHEBI:156426	AMINO_ACIDS_AND_PEPTIDES	curacomycin	data/natural_products/amino_acids_and_peptides/curacomycin.yaml
CHEBI:156450	ALKALOIDS	thiolutin	data/natural_products/alkaloids/thiolutin.yaml
CHEBI:156451	ALKALOIDS	holomycin	data/natural_products/alkaloids/holomycin.yaml
CHEBI:156453	ALKALOIDS	pyoluteorin	data/natural_products/alkaloids/pyoluteorin.yaml
CHEBI:156455	SHIKIMATES_AND_PHENYLPROPANOIDS	tropodithietic-acid	data/natural_products/shikimates_and_phenylpropanoids/tropodithietic-acid.yaml
CHEBI:156547	POLYKETIDES	fujikurin-d	data/natural_products/polyketides/fujikurin-d.yaml
CHEBI:156550	ALKALOIDS	pyrrolomycin-a	data/natural_products/alkaloids/pyrrolomycin-a.yaml
CHEBI:15732	UNCLASSIFIED	phosphonoacetic-acid	data/natural_products/unclassified/phosphonoacetic-acid.yaml
CHEBI:15738	ALKALOIDS	staurosporine	data/natural_products/alkaloids/staurosporine.yaml
CHEBI:157682	AMINO_ACIDS_AND_PEPTIDES	vanchrobactin	data/natural_products/amino_acids_and_peptides/vanchrobactin.yaml
CHEBI:157684	ALKALOIDS	lymphostin	data/natural_products/alkaloids/lymphostin.yaml
CHEBI:15871	POLYKETIDES	em-o-em-orsellinate-depside	data/natural_products/polyketides/em-o-em-orsellinate-depside.yaml
CHEBI:15956	ALKALOIDS	biotin	data/natural_products/alkaloids/biotin.yaml
CHEBI:161680	AMINO_ACIDS_AND_PEPTIDES	aztreonam	data/natural_products/amino_acids_and_peptides/aztreonam.yaml
CHEBI:16213	CARBOHYDRATES	coformycin	data/natural_products/carbohydrates/coformycin.yaml
CHEBI:16368	SHIKIMATES_AND_PHENYLPROPANOIDS	6-hydroxymellein	data/natural_products/shikimates_and_phenylpropanoids/6-hydroxymellein.yaml
CHEBI:16441	AMINO_ACIDS_AND_PEPTIDES	linamarin	data/natural_products/amino_acids_and_peptides/linamarin.yaml
CHEBI:16536	UNCLASSIFIED	orcinol	data/natural_products/unclassified/orcinol.yaml
CHEBI:166872	CARBOHYDRATES	nucleocidin	data/natural_products/carbohydrates/nucleocidin.yaml
CHEBI:167002	POLYKETIDES	komodoquinone-b	data/natural_products/polyketides/komodoquinone-b.yaml
CHEBI:167043	ALKALOIDS	ochrindole-a	data/natural_products/alkaloids/ochrindole-a.yaml
CHEBI:167044	ALKALOIDS	terreazepine	data/natural_products/alkaloids/terreazepine.yaml
CHEBI:167050	TERPENOIDS	biscognienyne-b	data/natural_products/terpenoids/biscognienyne-b.yaml
CHEBI:167054	AMINO_ACIDS_AND_PEPTIDES	acrophiarin	data/natural_products/amino_acids_and_peptides/acrophiarin.yaml
CHEBI:167319	UNCLASSIFIED	aureusimine-a	data/natural_products/unclassified/aureusimine-a.yaml
CHEBI:167320	UNCLASSIFIED	aureusimine-b	data/natural_products/unclassified/aureusimine-b.yaml
CHEBI:167321	UNCLASSIFIED	aureusimine-c	data/natural_products/unclassified/aureusimine-c.yaml
CHEBI:167379	TERPENOIDS	trichobrasilenol	data/natural_products/terpenoids/trichobrasilenol.yaml
CHEBI:167561	ALKALOIDS	neosaxitoxin	data/natural_products/alkaloids/neosaxitoxin.yaml
CHEBI:167576	POLYKETIDES	kinanthraquinone-b	data/natural_products/polyketides/kinanthraquinone-b.yaml
CHEBI:167886	ALKALOIDS	aetokthonotoxin	data/natural_products/alkaloids/aetokthonotoxin.yaml
CHEBI:168396	POLYKETIDES	mycophenolic-acid	data/natural_products/polyketides/mycophenolic-acid.yaml
CHEBI:169999	TERPENOIDS	stellatic-acid	data/natural_products/terpenoids/stellatic-acid.yaml
CHEBI:17076	CARBOHYDRATES	streptomycin	data/natural_products/carbohydrates/streptomycin.yaml
CHEBI:17099	SHIKIMATES_AND_PHENYLPROPANOIDS	aspulvinone-h	data/natural_products/shikimates_and_phenylpropanoids/aspulvinone-h.yaml
CHEBI:171659	ALKALOIDS	quinolobactin	data/natural_products/alkaloids/quinolobactin.yaml
CHEBI:17579	TERPENOIDS	carotein	data/natural_products/terpenoids/carotein.yaml
CHEBI:17630	CARBOHYDRATES	kanamycin-a	data/natural_products/carbohydrates/kanamycin-a.yaml
CHEBI:17637	SHIKIMATES_AND_PHENYLPROPANOIDS	6-methylsalicyclic-acid	data/natural_products/shikimates_and_phenylpropanoids/6-methylsalicyclic-acid.yaml
CHEBI:176782	AMINO_ACIDS_AND_PEPTIDES	isodomoic-acid-a	data/natural_products/amino_acids_and_peptides/isodomoic-acid-a.yaml
CHEBI:17695	TERPENOIDS	casbene	data/natural_products/terpenoids/casbene.yaml
CHEBI:17704	SHIKIMATES_AND_PHENYLPROPANOIDS	aspulvinone-e	data/natural_products/shikimates_and_phenylpropanoids/aspulvinone-e.yaml
CHEBI:17734	UNCLASSIFIED	cyclopiazonic-acid	data/natural_products/unclassified/cyclopiazonic-acid.yaml
CHEBI:17939	CARBOHYDRATES	puromycin	data/natural_products/carbohydrates/puromycin.yaml
CHEBI:18048	ALKALOIDS	benzoxazinone-dimboa	data/natural_products/alkaloids/benzoxazinone-dimboa.yaml
CHEBI:180490	UNCLASSIFIED	beauveriolide-i	data/natural_products/unclassified/beauveriolide-i.yaml
CHEBI:18157	AMINO_ACIDS_AND_PEPTIDES	aerobactin	data/natural_products/amino_acids_and_peptides/aerobactin.yaml
CHEBI:18165	AMINO_ACIDS_AND_PEPTIDES	isopenicillin-n	data/natural_products/amino_acids_and_peptides/isopenicillin-n.yaml
CHEBI:18227	POLYKETIDES	sterigmatocystin	data/natural_products/polyketides/sterigmatocystin.yaml
CHEBI:18365	POLYKETIDES	1-3-5-8-tetrahydroxynapthalene	data/natural_products/polyketides/1-3-5-8-tetrahydroxynapthalene.yaml
CHEBI:18393	POLYKETIDES	naphthalene-1-3-8-triol	data/natural_products/polyketides/naphthalene-1-3-8-triol.yaml
CHEBI:184373	UNCLASSIFIED	cremeomycin	data/natural_products/unclassified/cremeomycin.yaml
CHEBI:189095	TERPENOIDS	conidiogenone	data/natural_products/terpenoids/conidiogenone.yaml
CHEBI:190009	AMINO_ACIDS_AND_PEPTIDES	himastatin	data/natural_products/amino_acids_and_peptides/himastatin.yaml
CHEBI:193157	UNCLASSIFIED	sceliphrolactam	data/natural_products/unclassified/sceliphrolactam.yaml
CHEBI:2120	POLYKETIDES	adipostatin-a	data/natural_products/polyketides/adipostatin-a.yaml
CHEBI:219363	POLYKETIDES	reedsmycin-a	data/natural_products/polyketides/reedsmycin-a.yaml
CHEBI:219367	POLYKETIDES	reedsmycin-b	data/natural_products/polyketides/reedsmycin-b.yaml
CHEBI:219386	POLYKETIDES	reedsmycin-e	data/natural_products/polyketides/reedsmycin-e.yaml
CHEBI:219836	UNCLASSIFIED	anditomin	data/natural_products/unclassified/anditomin.yaml
CHEBI:22152	TERPENOIDS	2-i-cis-i-abscisic-acid	data/natural_products/terpenoids/2-i-cis-i-abscisic-acid.yaml
CHEBI:22450	UNCLASSIFIED	6a-i-r-i-11a-i-s-i-11b-i-r-i-10-acetyl-11-hydroxy-7-7-dimethyl-2-6-6a-7-11a-11b-	data/natural_products/unclassified/6a-i-r-i-11a-i-s-i-11b-i-r-i-10-acetyl-11-hydroxy-7-7-dimethyl-2-6-6a-7-11a-11b-.yaml
CHEBI:232090	ALKALOIDS	peramine	data/natural_products/alkaloids/peramine.yaml
CHEBI:24750	CARBOHYDRATES	5-hydroxystreptomycin	data/natural_products/carbohydrates/5-hydroxystreptomycin.yaml
CHEBI:2504	UNCLASSIFIED	aflatoxin-b1	data/natural_products/unclassified/aflatoxin-b1.yaml
CHEBI:27547	TERPENOIDS	zeaxanthin	data/natural_products/terpenoids/zeaxanthin.yaml
CHEBI:2762	UNCLASSIFIED	antimycin-a	data/natural_products/unclassified/antimycin-a.yaml
CHEBI:2766	TERPENOIDS	aphidicolin	data/natural_products/terpenoids/aphidicolin.yaml
CHEBI:27666	AMINO_ACIDS_AND_PEPTIDES	actinomycin-d	data/natural_products/amino_acids_and_peptides/actinomycin-d.yaml
CHEBI:27826	AMINO_ACIDS_AND_PEPTIDES	i-s-i-4-hydroxymandelonitrile-small-d-small-glucoside	data/natural_products/amino_acids_and_peptides/i-s-i-4-hydroxymandelonitrile-small-d-small-glucoside.yaml
CHEBI:27834	ALKALOIDS	pentostatin	data/natural_products/alkaloids/pentostatin.yaml
CHEBI:27953	ALKALOIDS	physostigmine	data/natural_products/alkaloids/physostigmine.yaml
CHEBI:28001	AMINO_ACIDS_AND_PEPTIDES	vancomycin	data/natural_products/amino_acids_and_peptides/vancomycin.yaml
CHEBI:28196	POLYKETIDES	erythromycin-b	data/natural_products/polyketides/erythromycin-b.yaml
CHEBI:28283	TERPENOIDS	capsidiol	data/natural_products/terpenoids/capsidiol.yaml
CHEBI:28331	POLYKETIDES	erythromycin-d	data/natural_products/polyketides/erythromycin-d.yaml
CHEBI:28364	FATTY_ACIDS	i-all-i-i-cis-i-5-8-11-14-17-icosapentaenoic-acid	data/natural_products/fatty_acids/i-all-i-i-cis-i-5-8-11-14-17-icosapentaenoic-acid.yaml
CHEBI:28748	POLYKETIDES	doxorubicin	data/natural_products/polyketides/doxorubicin.yaml
CHEBI:28864	CARBOHYDRATES	tobramycin	data/natural_products/carbohydrates/tobramycin.yaml
CHEBI:28915	UNCLASSIFIED	fosfomycin	data/natural_products/unclassified/fosfomycin.yaml
CHEBI:29472	ALKALOIDS	2-heptyl-3-hydroxy-4-quinolone	data/natural_products/alkaloids/2-heptyl-3-hydroxy-4-quinolone.yaml
CHEBI:29515	POLYKETIDES	ansamitocin-p-3	data/natural_products/polyketides/ansamitocin-p-3.yaml
CHEBI:29556	AMINO_ACIDS_AND_PEPTIDES	chloroeremomycin	data/natural_products/amino_acids_and_peptides/chloroeremomycin.yaml
CHEBI:29630	POLYKETIDES	desosamine	data/natural_products/polyketides/desosamine.yaml
CHEBI:29649	POLYKETIDES	narbomycin	data/natural_products/polyketides/narbomycin.yaml
CHEBI:29655	UNCLASSIFIED	neocarzinostatin-chromophore	data/natural_products/unclassified/neocarzinostatin-chromophore.yaml
CHEBI:29656	POLYKETIDES	neomethymycin	data/natural_products/polyketides/neomethymycin.yaml
CHEBI:29665	POLYKETIDES	pikromycin	data/natural_products/polyketides/pikromycin.yaml
CHEBI:29673	POLYKETIDES	rifamycin-sv	data/natural_products/polyketides/rifamycin-sv.yaml
CHEBI:29701	AMINO_ACIDS_AND_PEPTIDES	tyrocidine-a	data/natural_products/amino_acids_and_peptides/tyrocidine-a.yaml
CHEBI:29703	CARBOHYDRATES	jinggangmycin	data/natural_products/carbohydrates/jinggangmycin.yaml
CHEBI:30838	FATTY_ACIDS	itaconic-acid	data/natural_products/fatty_acids/itaconic-acid.yaml
CHEBI:30939	TERPENOIDS	5-9-10-labda-8-20-13-dien-15-yl-diphosphate	data/natural_products/terpenoids/5-9-10-labda-8-20-13-dien-15-yl-diphosphate.yaml
CHEBI:3096	POLYKETIDES	bikaverin	data/natural_products/polyketides/bikaverin.yaml
CHEBI:3139	AMINO_ACIDS_AND_PEPTIDES	bleomycin-a2	data/natural_products/amino_acids_and_peptides/bleomycin-a2.yaml
CHEBI:31432	UNCLASSIFIED	bacillibactin	data/natural_products/unclassified/bacillibactin.yaml
CHEBI:31461	POLYKETIDES	dehydrorabelomycin	data/natural_products/polyketides/dehydrorabelomycin.yaml
CHEBI:315018	AMINO_ACIDS_AND_PEPTIDES	echinocandin-b	data/natural_products/amino_acids_and_peptides/echinocandin-b.yaml
CHEBI:31550	UNCLASSIFIED	epothilone-b	data/natural_products/unclassified/epothilone-b.yaml
CHEBI:3159	TERPENOIDS	botrydial	data/natural_products/terpenoids/botrydial.yaml
CHEBI:31856	POLYKETIDES	mithramycin	data/natural_products/polyketides/mithramycin.yaml
CHEBI:32079	ALKALOIDS	pyrrolnitrin	data/natural_products/alkaloids/pyrrolnitrin.yaml
CHEBI:3252	POLYKETIDES	c-1027-chromophore	data/natural_products/polyketides/c-1027-chromophore.yaml
CHEBI:32806	FATTY_ACIDS	i-trans-i-aconitic-acid	data/natural_products/fatty_acids/i-trans-i-aconitic-acid.yaml
CHEBI:32807	SHIKIMATES_AND_PHENYLPROPANOIDS	em-o-em-orsellinic-acid	data/natural_products/shikimates_and_phenylpropanoids/em-o-em-orsellinic-acid.yaml
CHEBI:338412	ALKALOIDS	anisomycin	data/natural_products/alkaloids/anisomycin.yaml
CHEBI:34907	UNCLASSIFIED	paxilline	data/natural_products/unclassified/paxilline.yaml
CHEBI:34970	ALKALOIDS	saxitoxin	data/natural_products/alkaloids/saxitoxin.yaml
CHEBI:34996	AMINO_ACIDS_AND_PEPTIDES	teicoplanin-a2-3	data/natural_products/amino_acids_and_peptides/teicoplanin-a2-3.yaml
CHEBI:34997	AMINO_ACIDS_AND_PEPTIDES	teicoplanin-a2-4	data/natural_products/amino_acids_and_peptides/teicoplanin-a2-4.yaml
CHEBI:3613	SHIKIMATES_AND_PHENYLPROPANOIDS	chlorflavonin	data/natural_products/shikimates_and_phenylpropanoids/chlorflavonin.yaml
CHEBI:38225	POLYKETIDES	fumonisin-b2	data/natural_products/polyketides/fumonisin-b2.yaml
CHEBI:38229	POLYKETIDES	solanapyrone-a	data/natural_products/polyketides/solanapyrone-a.yaml
CHEBI:38240	POLYKETIDES	solanapyrone-d	data/natural_products/polyketides/solanapyrone-d.yaml
CHEBI:3907	SHIKIMATES_AND_PHENYLPROPANOIDS	coumermycin-a1	data/natural_products/shikimates_and_phenylpropanoids/coumermycin-a1.yaml
CHEBI:39508	POLYKETIDES	compactin	data/natural_products/polyketides/compactin.yaml
CHEBI:4031	AMINO_ACIDS_AND_PEPTIDES	cyclosporin-a	data/natural_products/amino_acids_and_peptides/cyclosporin-a.yaml
CHEBI:40968	TERPENOIDS	2r-3s-3-s-2-hydroxyastaxanthin	data/natural_products/terpenoids/2r-3s-3-s-2-hydroxyastaxanthin.yaml
CHEBI:41791	POLYKETIDES	calyculin-a	data/natural_products/polyketides/calyculin-a.yaml
CHEBI:41977	POLYKETIDES	daunorubicin	data/natural_products/polyketides/daunorubicin.yaml
CHEBI:42223	POLYKETIDES	emodin	data/natural_products/polyketides/emodin.yaml
CHEBI:42265	AMINO_ACIDS_AND_PEPTIDES	epoxomicin	data/natural_products/amino_acids_and_peptides/epoxomicin.yaml
CHEBI:42355	POLYKETIDES	erythromycin-a	data/natural_products/polyketides/erythromycin-a.yaml
CHEBI:42452	ALKALOIDS	formycin-a	data/natural_products/alkaloids/formycin-a.yaml
CHEBI:42639	FATTY_ACIDS	butyrolactone	data/natural_products/fatty_acids/butyrolactone.yaml
CHEBI:4356	FATTY_ACIDS	desferrioxamin-b	data/natural_products/fatty_acids/desferrioxamin-b.yaml
CHEBI:43572	POLYKETIDES	kojic-acid	data/natural_products/polyketides/kojic-acid.yaml
CHEBI:43616	ALKALOIDS	k-252a	data/natural_products/alkaloids/k-252a.yaml
CHEBI:45257	CARBOHYDRATES	ribostamycin	data/natural_products/carbohydrates/ribostamycin.yaml
CHEBI:45327	CARBOHYDRATES	adenine-arabinoside	data/natural_products/carbohydrates/adenine-arabinoside.yaml
CHEBI:45773	POLYKETIDES	streptolydigin	data/natural_products/polyketides/streptolydigin.yaml
CHEBI:46416	UNCLASSIFIED	virginiamycin-s1	data/natural_products/unclassified/virginiamycin-s1.yaml
CHEBI:46702	TERPENOIDS	geosmin	data/natural_products/terpenoids/geosmin.yaml
CHEBI:473992	POLYKETIDES	nystatin-a1	data/natural_products/polyketides/nystatin-a1.yaml
CHEBI:48028	AMINO_ACIDS_AND_PEPTIDES	hc-toxin	data/natural_products/amino_acids_and_peptides/hc-toxin.yaml
CHEBI:48045	AMINO_ACIDS_AND_PEPTIDES	salinosporamide-a	data/natural_products/amino_acids_and_peptides/salinosporamide-a.yaml
CHEBI:48200	POLYKETIDES	griseusin-b	data/natural_products/polyketides/griseusin-b.yaml
CHEBI:48201	POLYKETIDES	frenolicin-b	data/natural_products/polyketides/frenolicin-b.yaml
CHEBI:48209	POLYKETIDES	aflatoxin-b2	data/natural_products/polyketides/aflatoxin-b2.yaml
CHEBI:48267	CARBOHYDRATES	tubercidin	data/natural_products/carbohydrates/tubercidin.yaml
CHEBI:48635	POLYKETIDES	fumagillin	data/natural_products/polyketides/fumagillin.yaml
CHEBI:48712	POLYKETIDES	citrinin	data/natural_products/polyketides/citrinin.yaml
CHEBI:48741	TERPENOIDS	phellandrene	data/natural_products/terpenoids/phellandrene.yaml
CHEBI:48947	AMINO_ACIDS_AND_PEPTIDES	clavulanic-acid	data/natural_products/amino_acids_and_peptides/clavulanic-acid.yaml
CHEBI:50202	SHIKIMATES_AND_PHENYLPROPANOIDS	naringenin	data/natural_products/shikimates_and_phenylpropanoids/naringenin.yaml
CHEBI:50432	AMINO_ACIDS_AND_PEPTIDES	putrebactin	data/natural_products/amino_acids_and_peptides/putrebactin.yaml
CHEBI:50437	AMINO_ACIDS_AND_PEPTIDES	desferrioxamine-e	data/natural_products/amino_acids_and_peptides/desferrioxamine-e.yaml
CHEBI:51460	TERPENOIDS	albaflavenone	data/natural_products/terpenoids/albaflavenone.yaml
CHEBI:51765	AMINO_ACIDS_AND_PEPTIDES	benzylpenicillin-sodium	data/natural_products/amino_acids_and_peptides/benzylpenicillin-sodium.yaml
CHEBI:52317	TERPENOIDS	thalianol	data/natural_products/terpenoids/thalianol.yaml
CHEBI:52549	TERPENOIDS	sordarin	data/natural_products/terpenoids/sordarin.yaml
CHEBI:5292	POLYKETIDES	geldanamycin	data/natural_products/polyketides/geldanamycin.yaml
CHEBI:53634	CARBOHYDRATES	neomycin-c	data/natural_products/carbohydrates/neomycin-c.yaml
CHEBI:5674	POLYKETIDES	herbimycin-a	data/natural_products/polyketides/herbimycin-a.yaml
CHEBI:58572	AMINO_ACIDS_AND_PEPTIDES	em-n-em-5-i-s-i-5-ammonio-5-carboxylatopentanoyl-small-l-small-cysteinyl-small-d	data/natural_products/amino_acids_and_peptides/em-n-em-5-i-s-i-5-ammonio-5-carboxylatopentanoyl-small-l-small-cysteinyl-small-d.yaml
CHEBI:59064	AMINO_ACIDS_AND_PEPTIDES	colistin-a	data/natural_products/amino_acids_and_peptides/colistin-a.yaml
CHEBI:59646	FATTY_ACIDS	glycopeptidolipid	data/natural_products/fatty_acids/glycopeptidolipid.yaml
CHEBI:59673	AMINO_ACIDS_AND_PEPTIDES	colistin-b	data/natural_products/amino_acids_and_peptides/colistin-b.yaml
CHEBI:60584	UNCLASSIFIED	bicozamycin	data/natural_products/unclassified/bicozamycin.yaml
CHEBI:60828	CARBOHYDRATES	streptothricin-d	data/natural_products/carbohydrates/streptothricin-d.yaml
CHEBI:61080	UNCLASSIFIED	fr901228	data/natural_products/unclassified/fr901228.yaml
CHEBI:61345	AMINO_ACIDS_AND_PEPTIDES	chrysobactin	data/natural_products/amino_acids_and_peptides/chrysobactin.yaml
CHEBI:623918	ALKALOIDS	neopolyoxin-c	data/natural_products/alkaloids/neopolyoxin-c.yaml
CHEBI:63282	CARBOHYDRATES	pseudaminate	data/natural_products/carbohydrates/pseudaminate.yaml
CHEBI:63465	TERPENOIDS	marneral	data/natural_products/terpenoids/marneral.yaml
CHEBI:63468	TERPENOIDS	tirucalla	data/natural_products/terpenoids/tirucalla.yaml
CHEBI:63486	ALKALOIDS	8-azaguanine	data/natural_products/alkaloids/8-azaguanine.yaml
CHEBI:63702	TERPENOIDS	avermitilol	data/natural_products/terpenoids/avermitilol.yaml
CHEBI:63703	TERPENOIDS	cadinene	data/natural_products/terpenoids/cadinene.yaml
CHEBI:63704	TERPENOIDS	t-muurolol	data/natural_products/terpenoids/t-muurolol.yaml
CHEBI:64143	FATTY_ACIDS	depudecin	data/natural_products/fatty_acids/depudecin.yaml
CHEBI:64161	POLYKETIDES	asperthecin	data/natural_products/polyketides/asperthecin.yaml
CHEBI:64248	CARBOHYDRATES	tunicamycin-b1	data/natural_products/carbohydrates/tunicamycin-b1.yaml
CHEBI:64273	POLYKETIDES	erythromycin-c	data/natural_products/polyketides/erythromycin-c.yaml
CHEBI:64318	ALKALOIDS	ergotamine	data/natural_products/alkaloids/ergotamine.yaml
CHEBI:64373	UNCLASSIFIED	emericellamide-a	data/natural_products/unclassified/emericellamide-a.yaml
CHEBI:64374	UNCLASSIFIED	emericellamide-b	data/natural_products/unclassified/emericellamide-b.yaml
CHEBI:64398	POLYKETIDES	monodictyphenone	data/natural_products/polyketides/monodictyphenone.yaml
CHEBI:64450	POLYKETIDES	endocrocin	data/natural_products/polyketides/endocrocin.yaml
CHEBI:64502	FATTY_ACIDS	1-heptadecene	data/natural_products/fatty_acids/1-heptadecene.yaml
CHEBI:64503	FATTY_ACIDS	1-nonadecene	data/natural_products/fatty_acids/1-nonadecene.yaml
CHEBI:64534	ALKALOIDS	terrequinone-a	data/natural_products/alkaloids/terrequinone-a.yaml
CHEBI:64546	ALKALOIDS	fumiquinazoline-a	data/natural_products/alkaloids/fumiquinazoline-a.yaml
