identifier	np_pathway	slug	path
naturalproductmech:mibig-c1b767cb30	POLYKETIDES	nystatin-like-pseudonocardia-polyene-a1	data/natural_products/polyketides/nystatin-like-pseudonocardia-polyene-a1.yaml
naturalproductmech:mibig-c1d464b7dd	UNCLASSIFIED	marformycin-f	data/natural_products/unclassified/marformycin-f.yaml
naturalproductmech:mibig-c1ebcd7dc0	UNCLASSIFIED	nordidemnin-b	data/natural_products/unclassified/nordidemnin-b.yaml
naturalproductmech:mibig-c2023da64a	UNCLASSIFIED	sgr-ptm-compound-d	data/natural_products/unclassified/sgr-ptm-compound-d.yaml
naturalproductmech:mibig-c2194a9950	AMINO_ACIDS_AND_PEPTIDES	scytocyclamide-c	data/natural_products/amino_acids_and_peptides/scytocyclamide-c.yaml
naturalproductmech:mibig-c25e1c1376	UNCLASSIFIED	thaxtomin-a	data/natural_products/unclassified/thaxtomin-a.yaml
naturalproductmech:mibig-c28826707b	ALKALOIDS	acurin-a	data/natural_products/alkaloids/acurin-a.yaml
naturalproductmech:mibig-c28cec818e	UNCLASSIFIED	n-methylwelwitinsolinone-c-isonitrile	data/natural_products/unclassified/n-methylwelwitinsolinone-c-isonitrile.yaml
naturalproductmech:mibig-c2939fde76	POLYKETIDES	k1115a	data/natural_products/polyketides/k1115a.yaml
naturalproductmech:mibig-c294fe65d2	POLYKETIDES	formicamycin-g	data/natural_products/polyketides/formicamycin-g.yaml
naturalproductmech:mibig-c2994d1d6a	UNCLASSIFIED	hancockiamide-a	data/natural_products/unclassified/hancockiamide-a.yaml
naturalproductmech:mibig-c2e4d35396	UNCLASSIFIED	myxochromide-s	data/natural_products/unclassified/myxochromide-s.yaml
naturalproductmech:mibig-c3017c1ae1	UNCLASSIFIED	salinipeptin-b	data/natural_products/unclassified/salinipeptin-b.yaml
naturalproductmech:mibig-c312b4992a	TERPENOIDS	brasilane-e	data/natural_products/terpenoids/brasilane-e.yaml
naturalproductmech:mibig-c33373024b	UNCLASSIFIED	didemnin-b	data/natural_products/unclassified/didemnin-b.yaml
naturalproductmech:mibig-c33fd38850	AMINO_ACIDS_AND_PEPTIDES	thiomuracin	data/natural_products/amino_acids_and_peptides/thiomuracin.yaml
naturalproductmech:mibig-c34861c65f	UNCLASSIFIED	largimycin-a2	data/natural_products/unclassified/largimycin-a2.yaml
naturalproductmech:mibig-c3a21dacb9	TERPENOIDS	isobrevione-e	data/natural_products/terpenoids/isobrevione-e.yaml
naturalproductmech:mibig-c3a853f63e	POLYKETIDES	aclacinomycin	data/natural_products/polyketides/aclacinomycin.yaml
naturalproductmech:mibig-c3bad40c03	POLYKETIDES	photopyrone-f	data/natural_products/polyketides/photopyrone-f.yaml
naturalproductmech:mibig-c3d24ab1b9	TERPENOIDS	sordaricin-b	data/natural_products/terpenoids/sordaricin-b.yaml
naturalproductmech:mibig-c3e1e7013a	POLYKETIDES	pyxipyrrolone-b	data/natural_products/polyketides/pyxipyrrolone-b.yaml
naturalproductmech:mibig-c3f0f2b7cd	AMINO_ACIDS_AND_PEPTIDES	scytocyclamide-b2	data/natural_products/amino_acids_and_peptides/scytocyclamide-b2.yaml
naturalproductmech:mibig-c41f174960	AMINO_ACIDS_AND_PEPTIDES	phomopsin-e	data/natural_products/amino_acids_and_peptides/phomopsin-e.yaml
naturalproductmech:mibig-c439953997	AMINO_ACIDS_AND_PEPTIDES	cebulantin	data/natural_products/amino_acids_and_peptides/cebulantin.yaml
naturalproductmech:mibig-c44315f3ee	ALKALOIDS	loonamycin-b	data/natural_products/alkaloids/loonamycin-b.yaml
naturalproductmech:mibig-c46ee854ae	TERPENOIDS	thalianin	data/natural_products/terpenoids/thalianin.yaml
naturalproductmech:mibig-c4912c165f	UNCLASSIFIED	merochlorin-d	data/natural_products/unclassified/merochlorin-d.yaml
naturalproductmech:mibig-c4bdc9614b	POLYKETIDES	scytalone	data/natural_products/polyketides/scytalone.yaml
naturalproductmech:mibig-c4beb24d4c	UNCLASSIFIED	heronamide-c	data/natural_products/unclassified/heronamide-c.yaml
naturalproductmech:mibig-c4c21fd3ce	SHIKIMATES_AND_PHENYLPROPANOIDS	sungeidine-d	data/natural_products/shikimates_and_phenylpropanoids/sungeidine-d.yaml
naturalproductmech:mibig-c4df22595b	AMINO_ACIDS_AND_PEPTIDES	detoxin-n3	data/natural_products/amino_acids_and_peptides/detoxin-n3.yaml
naturalproductmech:mibig-c50bccc3e6	UNCLASSIFIED	omnipeptin	data/natural_products/unclassified/omnipeptin.yaml
naturalproductmech:mibig-c5192fa31c	CARBOHYDRATES	gougerotin	data/natural_products/carbohydrates/gougerotin.yaml
naturalproductmech:mibig-c5266120f5	ALKALOIDS	diazepinomicin	data/natural_products/alkaloids/diazepinomicin.yaml
naturalproductmech:mibig-c535051064	POLYKETIDES	e-837	data/natural_products/polyketides/e-837.yaml
naturalproductmech:mibig-c53d1bae68	AMINO_ACIDS_AND_PEPTIDES	enterocin-a	data/natural_products/amino_acids_and_peptides/enterocin-a.yaml
naturalproductmech:mibig-c59166d3a8	UNCLASSIFIED	adametizine-a	data/natural_products/unclassified/adametizine-a.yaml
naturalproductmech:mibig-c5a4f915e6	POLYKETIDES	rimocidin	data/natural_products/polyketides/rimocidin.yaml
naturalproductmech:mibig-c5b0dfd429	POLYKETIDES	mutaxanthene-b	data/natural_products/polyketides/mutaxanthene-b.yaml
naturalproductmech:mibig-c5f07fd3b5	SHIKIMATES_AND_PHENYLPROPANOIDS	hydroxytropodithietic-acid	data/natural_products/shikimates_and_phenylpropanoids/hydroxytropodithietic-acid.yaml
naturalproductmech:mibig-c5f3fe1184	POLYKETIDES	phomopsin-a	data/natural_products/polyketides/phomopsin-a.yaml
naturalproductmech:mibig-c5fc5b7a2c	AMINO_ACIDS_AND_PEPTIDES	tubulysin-g	data/natural_products/amino_acids_and_peptides/tubulysin-g.yaml
naturalproductmech:mibig-c60386127d	POLYKETIDES	tacrolimus	data/natural_products/polyketides/tacrolimus.yaml
naturalproductmech:mibig-c6053a0231	UNCLASSIFIED	acidobactamide-a	data/natural_products/unclassified/acidobactamide-a.yaml
naturalproductmech:mibig-c6193018c4	UNCLASSIFIED	phomasetin	data/natural_products/unclassified/phomasetin.yaml
naturalproductmech:mibig-c63bce6e4e	TERPENOIDS	yossoside-ii	data/natural_products/terpenoids/yossoside-ii.yaml
naturalproductmech:mibig-c63f23e8db	AMINO_ACIDS_AND_PEPTIDES	patellamide-a	data/natural_products/amino_acids_and_peptides/patellamide-a.yaml
naturalproductmech:mibig-c643b6fc7b	POLYKETIDES	eco-02301	data/natural_products/polyketides/eco-02301.yaml
naturalproductmech:mibig-c649aefad0	AMINO_ACIDS_AND_PEPTIDES	ustiloxin-b	data/natural_products/amino_acids_and_peptides/ustiloxin-b.yaml
naturalproductmech:mibig-c680568c3f	AMINO_ACIDS_AND_PEPTIDES	deimino-antipain	data/natural_products/amino_acids_and_peptides/deimino-antipain.yaml
naturalproductmech:mibig-c68748ca1b	AMINO_ACIDS_AND_PEPTIDES	microcin-j25	data/natural_products/amino_acids_and_peptides/microcin-j25.yaml
naturalproductmech:mibig-c689686ae8	UNCLASSIFIED	marformycin-d	data/natural_products/unclassified/marformycin-d.yaml
naturalproductmech:mibig-c6933b88d3	AMINO_ACIDS_AND_PEPTIDES	nodularin-2	data/natural_products/amino_acids_and_peptides/nodularin-2.yaml
naturalproductmech:mibig-c696b121e1	FATTY_ACIDS	diketones	data/natural_products/fatty_acids/diketones.yaml
naturalproductmech:mibig-c6a799b838	POLYKETIDES	cervinomycin-c3	data/natural_products/polyketides/cervinomycin-c3.yaml
naturalproductmech:mibig-c6aaf7ad15	UNCLASSIFIED	tensin	data/natural_products/unclassified/tensin.yaml
naturalproductmech:mibig-c6bb277a1e	UNCLASSIFIED	vioprolide-b	data/natural_products/unclassified/vioprolide-b.yaml
naturalproductmech:mibig-c6c49a6c41	AMINO_ACIDS_AND_PEPTIDES	chitinimide-f	data/natural_products/amino_acids_and_peptides/chitinimide-f.yaml
naturalproductmech:mibig-c6c717ed6d	UNCLASSIFIED	pf-5-pyoverdine	data/natural_products/unclassified/pf-5-pyoverdine.yaml
naturalproductmech:mibig-c702c4be08	ALKALOIDS	staurosporine-2	data/natural_products/alkaloids/staurosporine-2.yaml
naturalproductmech:mibig-c71ae5ae7f	POLYKETIDES	atrop-abyssomicin-c	data/natural_products/polyketides/atrop-abyssomicin-c.yaml
naturalproductmech:mibig-c759e3c4ac	UNCLASSIFIED	empedopeptin	data/natural_products/unclassified/empedopeptin.yaml
naturalproductmech:mibig-c76c87a133	ALKALOIDS	phenaszentine-a	data/natural_products/alkaloids/phenaszentine-a.yaml
naturalproductmech:mibig-c772e91529	POLYKETIDES	sporandol	data/natural_products/polyketides/sporandol.yaml
naturalproductmech:mibig-c795583483	AMINO_ACIDS_AND_PEPTIDES	fabclavine-iib	data/natural_products/amino_acids_and_peptides/fabclavine-iib.yaml
naturalproductmech:mibig-c79c75d2cc	POLYKETIDES	gaudimycin-d	data/natural_products/polyketides/gaudimycin-d.yaml
naturalproductmech:mibig-c7ae5d3088	UNCLASSIFIED	kutzneride-2	data/natural_products/unclassified/kutzneride-2.yaml
naturalproductmech:mibig-c7bbb49a1e	AMINO_ACIDS_AND_PEPTIDES	syringolin-a-2	data/natural_products/amino_acids_and_peptides/syringolin-a-2.yaml
naturalproductmech:mibig-c7bdd5a501	AMINO_ACIDS_AND_PEPTIDES	divamide-a	data/natural_products/amino_acids_and_peptides/divamide-a.yaml
naturalproductmech:mibig-c7d4bf12f9	UNCLASSIFIED	epi-aszonalenin-a	data/natural_products/unclassified/epi-aszonalenin-a.yaml
naturalproductmech:mibig-c7ec0e8e9a	ALKALOIDS	corynecin-ii	data/natural_products/alkaloids/corynecin-ii.yaml
naturalproductmech:mibig-c80121ae79	FATTY_ACIDS	salinipostin-d	data/natural_products/fatty_acids/salinipostin-d.yaml
naturalproductmech:mibig-c8676f7158	UNCLASSIFIED	montanastatin	data/natural_products/unclassified/montanastatin.yaml
naturalproductmech:mibig-c8b2658652	AMINO_ACIDS_AND_PEPTIDES	capreomycin-ia	data/natural_products/amino_acids_and_peptides/capreomycin-ia.yaml
naturalproductmech:mibig-c8e312ec5c	POLYKETIDES	geodin	data/natural_products/polyketides/geodin.yaml
naturalproductmech:mibig-c8e78ca059	ALKALOIDS	coenzyme-f430	data/natural_products/alkaloids/coenzyme-f430.yaml
naturalproductmech:mibig-c8f2d5a80d	FATTY_ACIDS	salinipostin-g	data/natural_products/fatty_acids/salinipostin-g.yaml
naturalproductmech:mibig-c911f50e73	POLYKETIDES	epemicin-a	data/natural_products/polyketides/epemicin-a.yaml
naturalproductmech:mibig-c92b853965	TERPENOIDS	mk-8	data/natural_products/terpenoids/mk-8.yaml
naturalproductmech:mibig-c953214120	POLYKETIDES	shanorellin	data/natural_products/polyketides/shanorellin.yaml
naturalproductmech:mibig-c95b92b3f0	UNCLASSIFIED	desmamide-b	data/natural_products/unclassified/desmamide-b.yaml
naturalproductmech:mibig-c971dfd62f	POLYKETIDES	ustethylin-a	data/natural_products/polyketides/ustethylin-a.yaml
naturalproductmech:mibig-c9721b757b	TERPENOIDS	compound-6	data/natural_products/terpenoids/compound-6.yaml
naturalproductmech:mibig-c9928f3f0b	UNCLASSIFIED	cda1b	data/natural_products/unclassified/cda1b.yaml
naturalproductmech:mibig-c995bb8923	ALKALOIDS	17-hydroxy-8-desmethoxy-isomigrastatin	data/natural_products/alkaloids/17-hydroxy-8-desmethoxy-isomigrastatin.yaml
naturalproductmech:mibig-c99bb87915	AMINO_ACIDS_AND_PEPTIDES	hectoramide-b	data/natural_products/amino_acids_and_peptides/hectoramide-b.yaml
naturalproductmech:mibig-c9ab9f0b61	UNCLASSIFIED	cinnapeptin	data/natural_products/unclassified/cinnapeptin.yaml
naturalproductmech:mibig-c9b993f6e0	SHIKIMATES_AND_PHENYLPROPANOIDS	basiliskamide-a	data/natural_products/shikimates_and_phenylpropanoids/basiliskamide-a.yaml
naturalproductmech:mibig-c9defde21c	UNCLASSIFIED	colletochlorin-a	data/natural_products/unclassified/colletochlorin-a.yaml
naturalproductmech:mibig-c9fd8d519d	POLYKETIDES	sch-47555	data/natural_products/polyketides/sch-47555.yaml
naturalproductmech:mibig-ca0e23bdf5	ALKALOIDS	endophenazine-a1	data/natural_products/alkaloids/endophenazine-a1.yaml
naturalproductmech:mibig-ca2ce8b8bc	UNCLASSIFIED	aurantimycin-a	data/natural_products/unclassified/aurantimycin-a.yaml
naturalproductmech:mibig-ca41e2b941	UNCLASSIFIED	harzianopyridone	data/natural_products/unclassified/harzianopyridone.yaml
naturalproductmech:mibig-ca4e76680a	ALKALOIDS	legonmycin-a	data/natural_products/alkaloids/legonmycin-a.yaml
naturalproductmech:mibig-caaa6fb247	FATTY_ACIDS	salinipostin-k	data/natural_products/fatty_acids/salinipostin-k.yaml
naturalproductmech:mibig-cad744f6f6	TERPENOIDS	terpestacin	data/natural_products/terpenoids/terpestacin.yaml
naturalproductmech:mibig-cb19936a28	UNCLASSIFIED	be-43547a1-2	data/natural_products/unclassified/be-43547a1-2.yaml
naturalproductmech:mibig-cb4ddd98d8	TERPENOIDS	indosespene	data/natural_products/terpenoids/indosespene.yaml
naturalproductmech:mibig-cb6fe0db72	TERPENOIDS	10-oxodepressin	data/natural_products/terpenoids/10-oxodepressin.yaml
naturalproductmech:mibig-cb7206d090	POLYKETIDES	phorbactazole-b	data/natural_products/polyketides/phorbactazole-b.yaml
naturalproductmech:mibig-cb7f4ca845	POLYKETIDES	a83543a	data/natural_products/polyketides/a83543a.yaml
naturalproductmech:mibig-cb8924d754	FATTY_ACIDS	fuelimicin-c	data/natural_products/fatty_acids/fuelimicin-c.yaml
naturalproductmech:mibig-cb97dd2f5e	UNCLASSIFIED	fengycin	data/natural_products/unclassified/fengycin.yaml
naturalproductmech:mibig-cb9f939b3a	POLYKETIDES	dinactin	data/natural_products/polyketides/dinactin.yaml
naturalproductmech:mibig-cba8631520	POLYKETIDES	microansamycin-d	data/natural_products/polyketides/microansamycin-d.yaml
naturalproductmech:mibig-cbfe77e23d	CARBOHYDRATES	polyoxin-a	data/natural_products/carbohydrates/polyoxin-a.yaml
naturalproductmech:mibig-cc1c2270be	UNCLASSIFIED	nocardiopsin-c	data/natural_products/unclassified/nocardiopsin-c.yaml
naturalproductmech:mibig-cc541c54f7	POLYKETIDES	spectinabilin	data/natural_products/polyketides/spectinabilin.yaml
naturalproductmech:mibig-cc567b0f72	SHIKIMATES_AND_PHENYLPROPANOIDS	3-5-dibromo-p-anisic-acid	data/natural_products/shikimates_and_phenylpropanoids/3-5-dibromo-p-anisic-acid.yaml
naturalproductmech:mibig-cc7679c0dc	POLYKETIDES	palmerolide-d	data/natural_products/polyketides/palmerolide-d.yaml
naturalproductmech:mibig-cc86890db0	UNCLASSIFIED	penitrem-c	data/natural_products/unclassified/penitrem-c.yaml
naturalproductmech:mibig-cc950ea9d2	CARBOHYDRATES	tunicamycin	data/natural_products/carbohydrates/tunicamycin.yaml
naturalproductmech:mibig-ccb570399f	FATTY_ACIDS	ciml-b	data/natural_products/fatty_acids/ciml-b.yaml
naturalproductmech:mibig-ccb60942af	UNCLASSIFIED	youssoufene-b1	data/natural_products/unclassified/youssoufene-b1.yaml
naturalproductmech:mibig-ccbd048fd5	AMINO_ACIDS_AND_PEPTIDES	4-formylaminooxyvinylglycine	data/natural_products/amino_acids_and_peptides/4-formylaminooxyvinylglycine.yaml
naturalproductmech:mibig-cced40781c	AMINO_ACIDS_AND_PEPTIDES	imizoquin-a	data/natural_products/amino_acids_and_peptides/imizoquin-a.yaml
naturalproductmech:mibig-ccedac39eb	AMINO_ACIDS_AND_PEPTIDES	xenortide-a	data/natural_products/amino_acids_and_peptides/xenortide-a.yaml
naturalproductmech:mibig-ccff1c6644	POLYKETIDES	pseudopyronine-a	data/natural_products/polyketides/pseudopyronine-a.yaml
naturalproductmech:mibig-cd17ceef35	ALKALOIDS	legonindolizine-b	data/natural_products/alkaloids/legonindolizine-b.yaml
naturalproductmech:mibig-cd865363e4	POLYKETIDES	carbamidocyclophane-p	data/natural_products/polyketides/carbamidocyclophane-p.yaml
naturalproductmech:mibig-cd91f14897	POLYKETIDES	6-palmityl-4-o-geranyl-2-methoxyhydroquinone	data/natural_products/polyketides/6-palmityl-4-o-geranyl-2-methoxyhydroquinone.yaml
naturalproductmech:mibig-cd9b189a1b	UNCLASSIFIED	coprisamide-d	data/natural_products/unclassified/coprisamide-d.yaml
naturalproductmech:mibig-cd9c2557c9	POLYKETIDES	landomycin-a	data/natural_products/polyketides/landomycin-a.yaml
naturalproductmech:mibig-cde978dc90	UNCLASSIFIED	sw-163c	data/natural_products/unclassified/sw-163c.yaml
naturalproductmech:mibig-cdfd9a1bb6	POLYKETIDES	photopyrone-d	data/natural_products/polyketides/photopyrone-d.yaml
naturalproductmech:mibig-ce0cdb4ec7	AMINO_ACIDS_AND_PEPTIDES	jbir-95	data/natural_products/amino_acids_and_peptides/jbir-95.yaml
naturalproductmech:mibig-ce5962287c	UNCLASSIFIED	cyanopeptolin-1138	data/natural_products/unclassified/cyanopeptolin-1138.yaml
naturalproductmech:mibig-ce7e512fa9	UNCLASSIFIED	sungeidine-e	data/natural_products/unclassified/sungeidine-e.yaml
naturalproductmech:mibig-ce8421bbb9	TERPENOIDS	deschloro-merochlorin-a	data/natural_products/terpenoids/deschloro-merochlorin-a.yaml
naturalproductmech:mibig-ceb994dbf9	UNCLASSIFIED	nocardiopsin-a	data/natural_products/unclassified/nocardiopsin-a.yaml
naturalproductmech:mibig-ced0ce32ac	AMINO_ACIDS_AND_PEPTIDES	amychelin-a	data/natural_products/amino_acids_and_peptides/amychelin-a.yaml
naturalproductmech:mibig-ceef0c01d9	AMINO_ACIDS_AND_PEPTIDES	pneumocandin-a0	data/natural_products/amino_acids_and_peptides/pneumocandin-a0.yaml
naturalproductmech:mibig-cef94856cf	UNCLASSIFIED	hormaomycin-a5	data/natural_products/unclassified/hormaomycin-a5.yaml
naturalproductmech:mibig-cf2e4b3fa0	POLYKETIDES	kinanthraquinone	data/natural_products/polyketides/kinanthraquinone.yaml
naturalproductmech:mibig-cf5248036e	UNCLASSIFIED	youssoufene-b2	data/natural_products/unclassified/youssoufene-b2.yaml
naturalproductmech:mibig-cf52a15811	POLYKETIDES	neosartorin	data/natural_products/polyketides/neosartorin.yaml
naturalproductmech:mibig-cf747c2501	UNCLASSIFIED	beauverolide-ca	data/natural_products/unclassified/beauverolide-ca.yaml
naturalproductmech:mibig-cfb019a5cc	POLYKETIDES	griseusin-a	data/natural_products/polyketides/griseusin-a.yaml
naturalproductmech:mibig-cfc470b905	POLYKETIDES	trypacidin	data/natural_products/polyketides/trypacidin.yaml
naturalproductmech:mibig-cfc6d6c539	CARBOHYDRATES	everninomicin-f	data/natural_products/carbohydrates/everninomicin-f.yaml
naturalproductmech:mibig-cfd9387f26	ALKALOIDS	elymoclavine	data/natural_products/alkaloids/elymoclavine.yaml
naturalproductmech:mibig-cfe2b5c0a9	POLYKETIDES	flaviolin	data/natural_products/polyketides/flaviolin.yaml
naturalproductmech:mibig-cfff90f03a	POLYKETIDES	bartoloside-j	data/natural_products/polyketides/bartoloside-j.yaml
naturalproductmech:mibig-d010e4d4d2	AMINO_ACIDS_AND_PEPTIDES	gausemycin-b	data/natural_products/amino_acids_and_peptides/gausemycin-b.yaml
naturalproductmech:mibig-d02aa1e8bc	FATTY_ACIDS	caryoynencin	data/natural_products/fatty_acids/caryoynencin.yaml
naturalproductmech:mibig-d03621b0c2	POLYKETIDES	urdamycin	data/natural_products/polyketides/urdamycin.yaml
naturalproductmech:mibig-d03e49a6b5	ALKALOIDS	epi-fusarin-c	data/natural_products/alkaloids/epi-fusarin-c.yaml
naturalproductmech:mibig-d04eb4b91d	AMINO_ACIDS_AND_PEPTIDES	microginin-592	data/natural_products/amino_acids_and_peptides/microginin-592.yaml
naturalproductmech:mibig-d05330f284	ALKALOIDS	psychrophilin-d	data/natural_products/alkaloids/psychrophilin-d.yaml
naturalproductmech:mibig-d06d296045	UNCLASSIFIED	fusaricidin-b	data/natural_products/unclassified/fusaricidin-b.yaml
naturalproductmech:mibig-d08dfca09d	POLYKETIDES	carbamidocyclophane-h	data/natural_products/polyketides/carbamidocyclophane-h.yaml
naturalproductmech:mibig-d09a3c53f5	AMINO_ACIDS_AND_PEPTIDES	syringafactin-e	data/natural_products/amino_acids_and_peptides/syringafactin-e.yaml
naturalproductmech:mibig-d0d101ca00	UNCLASSIFIED	vacidobactin-a	data/natural_products/unclassified/vacidobactin-a.yaml
naturalproductmech:mibig-d0df8b2eb6	AMINO_ACIDS_AND_PEPTIDES	tubulysin-e	data/natural_products/amino_acids_and_peptides/tubulysin-e.yaml
naturalproductmech:mibig-d10ca42cd2	POLYKETIDES	carbamidocyclophane-c	data/natural_products/polyketides/carbamidocyclophane-c.yaml
naturalproductmech:mibig-d1130bb242	UNCLASSIFIED	keanumycin-b	data/natural_products/unclassified/keanumycin-b.yaml
naturalproductmech:mibig-d11725293e	TERPENOIDS	zealexin-c2	data/natural_products/terpenoids/zealexin-c2.yaml
naturalproductmech:mibig-d1201f1a6f	FATTY_ACIDS	allylmalonyl-coa	data/natural_products/fatty_acids/allylmalonyl-coa.yaml
naturalproductmech:mibig-d12215ceb7	POLYKETIDES	brasilinolide-a	data/natural_products/polyketides/brasilinolide-a.yaml
naturalproductmech:mibig-d12ec6b765	POLYKETIDES	sorangipyranone	data/natural_products/polyketides/sorangipyranone.yaml
naturalproductmech:mibig-d13d933374	UNCLASSIFIED	psymberin	data/natural_products/unclassified/psymberin.yaml
naturalproductmech:mibig-d1433aa52c	AMINO_ACIDS_AND_PEPTIDES	megapolibactin-b	data/natural_products/amino_acids_and_peptides/megapolibactin-b.yaml
naturalproductmech:mibig-d1a3fb9e98	ALKALOIDS	marineosin-b	data/natural_products/alkaloids/marineosin-b.yaml
naturalproductmech:mibig-d1c3064ecf	SHIKIMATES_AND_PHENYLPROPANOIDS	colletorin-d-acid	data/natural_products/shikimates_and_phenylpropanoids/colletorin-d-acid.yaml
naturalproductmech:mibig-d1c345002d	UNCLASSIFIED	7-carboxyn-geranyl-l-glutamic-acid	data/natural_products/unclassified/7-carboxyn-geranyl-l-glutamic-acid.yaml
naturalproductmech:mibig-d1d51f8146	AMINO_ACIDS_AND_PEPTIDES	landornamide-a	data/natural_products/amino_acids_and_peptides/landornamide-a.yaml
naturalproductmech:mibig-d1d607809e	POLYKETIDES	ripostatin-a	data/natural_products/polyketides/ripostatin-a.yaml
naturalproductmech:mibig-d1d9372bee	ALKALOIDS	myxochelin-o	data/natural_products/alkaloids/myxochelin-o.yaml
naturalproductmech:mibig-d1e124282e	UNCLASSIFIED	marformycin-c	data/natural_products/unclassified/marformycin-c.yaml
naturalproductmech:mibig-d217071bcc	ALKALOIDS	pseudomonine	data/natural_products/alkaloids/pseudomonine.yaml
naturalproductmech:mibig-d222796a58	AMINO_ACIDS_AND_PEPTIDES	belactosin-a	data/natural_products/amino_acids_and_peptides/belactosin-a.yaml
naturalproductmech:mibig-d2419a0195	ALKALOIDS	lucilactaene	data/natural_products/alkaloids/lucilactaene.yaml
naturalproductmech:mibig-d27e665e64	AMINO_ACIDS_AND_PEPTIDES	sch-18640	data/natural_products/amino_acids_and_peptides/sch-18640.yaml
naturalproductmech:mibig-d2ca33b304	ALKALOIDS	closoxazole-a	data/natural_products/alkaloids/closoxazole-a.yaml
naturalproductmech:mibig-d2d8b171d5	ALKALOIDS	welwitindolinone-c-isothiocyanate	data/natural_products/alkaloids/welwitindolinone-c-isothiocyanate.yaml
naturalproductmech:mibig-d2de60ddae	ALKALOIDS	psychrophilin-g	data/natural_products/alkaloids/psychrophilin-g.yaml
naturalproductmech:mibig-d2f2523cbc	UNCLASSIFIED	heronamide-a	data/natural_products/unclassified/heronamide-a.yaml
naturalproductmech:mibig-d31a1666d8	AMINO_ACIDS_AND_PEPTIDES	frankobactin-b1	data/natural_products/amino_acids_and_peptides/frankobactin-b1.yaml
naturalproductmech:mibig-d33eb5850b	UNCLASSIFIED	burnettramic-acid-a	data/natural_products/unclassified/burnettramic-acid-a.yaml
naturalproductmech:mibig-d34d870776	UNCLASSIFIED	lysocin-e	data/natural_products/unclassified/lysocin-e.yaml
naturalproductmech:mibig-d3593ba874	POLYKETIDES	fd-594	data/natural_products/polyketides/fd-594.yaml
naturalproductmech:mibig-d360972d53	AMINO_ACIDS_AND_PEPTIDES	longicatenamide-d	data/natural_products/amino_acids_and_peptides/longicatenamide-d.yaml
naturalproductmech:mibig-d366cc7600	ALKALOIDS	pzn10	data/natural_products/alkaloids/pzn10.yaml
naturalproductmech:mibig-d3697038b8	UNCLASSIFIED	friulimicin-c	data/natural_products/unclassified/friulimicin-c.yaml
naturalproductmech:mibig-d37598ecc7	POLYKETIDES	fredericamycin-a	data/natural_products/polyketides/fredericamycin-a.yaml
naturalproductmech:mibig-d37942178a	UNCLASSIFIED	malleobactin-c	data/natural_products/unclassified/malleobactin-c.yaml
naturalproductmech:mibig-d37b0c2eed	UNCLASSIFIED	sw-163f	data/natural_products/unclassified/sw-163f.yaml
naturalproductmech:mibig-d37d06bc8a	AMINO_ACIDS_AND_PEPTIDES	anabaenopeptin	data/natural_products/amino_acids_and_peptides/anabaenopeptin.yaml
naturalproductmech:mibig-d3898111df	POLYKETIDES	sungeidine-f	data/natural_products/polyketides/sungeidine-f.yaml
naturalproductmech:mibig-d39279496b	AMINO_ACIDS_AND_PEPTIDES	piricyclamide-7005e4	data/natural_products/amino_acids_and_peptides/piricyclamide-7005e4.yaml
naturalproductmech:mibig-d3aaf5befd	POLYKETIDES	abyssomicin-x	data/natural_products/polyketides/abyssomicin-x.yaml
naturalproductmech:mibig-d3f6bef270	UNCLASSIFIED	q6402a	data/natural_products/unclassified/q6402a.yaml
naturalproductmech:mibig-d40497e28e	AMINO_ACIDS_AND_PEPTIDES	epichloenin-a	data/natural_products/amino_acids_and_peptides/epichloenin-a.yaml
naturalproductmech:mibig-d424534c9b	AMINO_ACIDS_AND_PEPTIDES	klebsidin	data/natural_products/amino_acids_and_peptides/klebsidin.yaml
naturalproductmech:mibig-d4379ab45b	SHIKIMATES_AND_PHENYLPROPANOIDS	cathomycin	data/natural_products/shikimates_and_phenylpropanoids/cathomycin.yaml
naturalproductmech:mibig-d43cae12e4	UNCLASSIFIED	oxepinamide-d	data/natural_products/unclassified/oxepinamide-d.yaml
naturalproductmech:mibig-d45a8bbc3f	POLYKETIDES	neosartoricin-b	data/natural_products/polyketides/neosartoricin-b.yaml
naturalproductmech:mibig-d467c71634	POLYKETIDES	sorbicillin	data/natural_products/polyketides/sorbicillin.yaml
naturalproductmech:mibig-d46da6eaa2	POLYKETIDES	nargenicin-a1-2	data/natural_products/polyketides/nargenicin-a1-2.yaml
naturalproductmech:mibig-d476afc499	POLYKETIDES	c-1027-2	data/natural_products/polyketides/c-1027-2.yaml
naturalproductmech:mibig-d48eb9f379	TERPENOIDS	11-hydroxy-hordetriene	data/natural_products/terpenoids/11-hydroxy-hordetriene.yaml
naturalproductmech:mibig-d4920f88ae	AMINO_ACIDS_AND_PEPTIDES	sapb	data/natural_products/amino_acids_and_peptides/sapb.yaml
naturalproductmech:mibig-d49377c1db	AMINO_ACIDS_AND_PEPTIDES	nisin-a	data/natural_products/amino_acids_and_peptides/nisin-a.yaml
naturalproductmech:mibig-d496b2b225	CARBOHYDRATES	paulomycin	data/natural_products/carbohydrates/paulomycin.yaml
naturalproductmech:mibig-d4998c3d5b	UNCLASSIFIED	daptomycin	data/natural_products/unclassified/daptomycin.yaml
